,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
9192,2024-08-14 11:17:00,FOXNEWSW,2,FOXNEWSW_20240814_110000_FOX_and_Friends/start/1020,S. . =. | MIGRANT SURGE SETTO COSTNYC Â§10B THROUGH FY 2025 ' 3]. . - T,S MIGRANT SURGE SETTO COSTNYC 10B THROUGH FY 2025 3 T,MIGRANT SURGE SET TO COST NYC $10B THROUGH FY 2025
9193,2024-08-14 11:39:49,CNNW,13,CNNW_20240814_110000_CNN_News_Central/start/2340,HARRIS' IMMIGRATION WORK UNDER SCRUTINY AS CAMPAIGN TAKES SHAPE,HARRIS IMMIGRATION WORK UNDER SCRUTINY AS CAMPAIGN TAKES SHAPE,HARRIS IMMIGRATION WORK UNDER SCRUTINY AS CAMPAIGN TAKES SHAPE
9196,2024-08-14 12:59:19,FOXNEWSW,12,FOXNEWSW_20240814_120000_FOX_and_Friends/start/3540,"""ALIENS AMONG US"" AVAILABLE NOW ON FOX NATION",ALIENS AMONG US AVAILABLE NOW ON FOX NATION,ILLEGAL IMMIGRANT RAPE SUSPECT REARREST
9203,2024-08-14 13:13:31,MSNBCW,2,MSNBCW_20240814_100000_Morning_Joe/start/11580,. TRUMP TALKS DEPORTATIONS AND OFFICER IMMUNITY,TRUMP TALKS DEPORTATIONS AND OFFICER IMMUNITY,TRUMP TALKS DEPORTATIONS AND OFFICER IMMUNITY
9204,2024-08-14 14:12:09,CNNW,53,CNNW_20240814_140000_CNN_Newsroom_With_Jim_Acosta/start/720,TRUMP CAMPAIGN TWEETS MEME DEPICTING NEIGHBORHOODS. TAKEN OVER BY BLACK & HISPANIC MIGRANTS IF HARRIS WINS,TRUMP CAMPAIGN TWEETS MEME DEPICTING NEIGHBORHOODS TAKEN OVER BY BLACK HISPANIC MIGRANTS IF HARRIS WINS,TRUMP CAMPAIGN TWEETS MEME DEPICTING NEIGHBORHOODS TAKEN OVER BY BLACK HISPANIC MIGRANTS IF HARRIS WINS
9205,2024-08-14 15:13:45,MSNBCW,2,MSNBCW_20240814_150000_Jose_Diaz-Balart_Reports/start/780,' TRUMP WANTS TO USE LOCAL COPS TO HELP WITH DEPORTATIONS,TRUMP WANTS TO USE LOCAL COPS TO HELP WITH DEPORTATIONS,TRUMP WANTS TO USE LOCAL COPS TO HELP WITH DEPORTATIONS
9207,2024-08-14 15:35:32,FOXNEWSW,2,FOXNEWSW_20240814_150000_The_Faulkner_Focus/start/2100,ICE RE-ARRESTS MIGRANT CHARGED W/ RAPE OF CHiLD | ) â¬,ICE REARRESTS MIGRANT CHARGED W RAPE OF CHiLD,ICE REARRESTS MIGRANT CHARGED W RAPE OF CHILD
9209,2024-08-14 16:05:54,MSNBCW,6,MSNBCW_20240814_160000_Andrea_Mitchell_Reports/start/300,TRUMP SUGGESTS POLICE HANDLE MASS DEPORTATIONS,TRUMP SUGGESTS POLICE HANDLE MASS DEPORTATIONS,TRUMP SUGGESTS POLICE HANDLE MASS DEPORTATIONS
9210,2024-08-14 16:27:07,FOXNEWSW,2,FOXNEWSW_20240814_160000_Outnumbered/start/1620,NYT: BIDEN ADMIN ACCELERATING CITIZENSHIP REQUESTS 3,NYT BIDEN ADMIN ACCELERATING CITIZENSHIP REQUESTS 3,NYT BIDEN ADMIN ACCELERATING CITIZENSHIP REQUESTS
9211,2024-08-14 16:29:33,FOXNEWSW,2,FOXNEWSW_20240814_160000_Outnumbered/start/1740,NYT: NATURALIZATION SURGE IS RESHAPING ELECTORATE | RERTN ECONOMIC,NYT NATURALIZATION SURGE IS RESHAPING ELECTORATE RERTN ECONOMIC,NYT NATURALIZATION SURGE IS RESHAPING ELECTORATE
9212,2024-08-14 18:05:58,FOXNEWSW,2,FOXNEWSW_20240814_180000_America_Reports/start/300,ADAMS HOLDS TOWNHALL AS NYC MIGRANT CRISIS SPIRALS  EKT78 ECONOMIC,ADAMS HOLDS TOWNHALL AS NYC MIGRANT CRISIS SPIRALS EKT78 ECONOMIC,ADAMS HOLDS TOWNHALL AS NYC MIGRANT CRISIS SPIRALS
9213,2024-08-14 18:09:00,FOXNEWSW,2,FOXNEWSW_20240814_180000_America_Reports/start/540,L > FPAUL MIAURD | FUORMER INTED INOFECIVR Il TRUMP [. . | TRUMP [.  BORDER CRISIS FUELING MIGRANT CRIME IN BIG CITIES | REMARKS ],L FPAUL MIAURD FUORMER INTED INOFECIVR Il TRUMP TRUMP BORDER CRISIS FUELING MIGRANT CRIME IN BIG CITIES REMARKS,TRUMP BORDER CRISIS FUELING MIGRANT CRIME IN BIG CITIES REMARKS
9214,2024-08-14 18:10:00,FOXNEWSW,2,FOXNEWSW_20240814_180000_America_Reports/start/600,I_ILUILHUJ WO | FOA NEWOS CONIRIBUIOR | 1) 1/ -. . BORDER CRISIS FUELING MIGRANT CRIME IN BIG CITIES unwÂ«s (Â¢,IILUILHUJ WO FOA NEWOS CONIRIBUIOR 1 1 BORDER CRISIS FUELING MIGRANT CRIME IN BIG CITIES unws,BORDER CRISIS FUELING MIGRANT CRIME IN BIG CITIES
9217,2024-08-14 19:27:02,FOXNEWSW,3,FOXNEWSW_20240814_190000_The_Story_With_Martha_MacCallum/start/1620,| ON ECONOMY. Â» MARK KRIKORIAN | CENTER FOR IMMIGRATION STUDIES _. DDT. RINEN ADRMIN ACCEIEDATING CITITENICUID DENILIECTC |,ON ECONOMY MARK KRIKORIAN CENTER FOR IMMIGRATION STUDIES DDT RINEN ADRMIN ACCEIEDATING CITITENICUID DENILIECTC,CENTER FOR IMMIGRATION STUDIES
9218,2024-08-14 19:41:29,FOXNEWSW,2,FOXNEWSW_20240814_190000_The_Story_With_Martha_MacCallum/start/2460,MIGRANT CRIME RAISES SCRUTINY OF SANCTUARY LAWS,MIGRANT CRIME RAISES SCRUTINY OF SANCTUARY LAWS,MIGRANT CRIME RAISES SCRUTINY OF SANCTUARY LAWS
9219,2024-08-14 21:03:10,FOXNEWSW,3,FOXNEWSW_20240814_210000_The_Five/start/180,AR AL L. TRUMP: HARRIS FLOODING U.S. WITH ILLEGAL MIGRANTS,AR AL L TRUMP HARRIS FLOODING US WITH ILLEGAL MIGRANTS,TRUMP HARRIS FLOODING US WITH ILLEGAL MIGRANTS
9220,2024-08-14 21:04:51,FOXNEWSW,2,FOXNEWSW_20240814_210000_The_Five/start/240,"A. TRUMP: | CALL THEM ""KAMALA MIGRANTS""",A TRUMP CALL THEM KAMALA MIGRANTS,TRUMP CALLS THEM KAMALA MIGRANTS
9221,2024-08-14 21:05:00,FOXNEWSW,2,FOXNEWSW_20240814_210000_The_Five/start/300,"4 . @âââââ T ITLon G. BIDEN-HARRIS RECORD ON BORDER, INFLATION & | msess. CRIME IN SPOTLIGHT AS DNC KICKS OFF TODAY |-ttt",4 T ITLon G BIDENHARRIS RECORD ON BORDER INFLATION msess CRIME IN SPOTLIGHT AS DNC KICKS OFF TODAY ttt,BIDEN HARRIS RECORD ON BORDER INFLATION CRIME IN SPOTLIGHT AS DNC KICKS OFF TODAY
9222,2024-08-14 21:09:10,FOXNEWSW,2,FOXNEWSW_20240814_210000_The_Five/start/540,TRUMP: IF KAMALA WINS YOU WILL HAVE MASS AMNESTY,TRUMP IF KAMALA WINS YOU WILL HAVE MASS AMNESTY,IF KAMALA WINS YOU WILL HAVE MASS AMNESTY
9223,2024-08-14 22:07:25,FOXNEWSW,4,FOXNEWSW_20240814_220000_Special_Report_With_Bret_Baier/start/420,"""STARTING FROM SCRATCH"". HARRIS PAST COMMENTS ON IMMIGRATION RESURFACE",STARTING FROM SCRATCH HARRIS PAST COMMENTS ON IMMIGRATION RESURFACE,HARRIS PAST COMMENTS ON IMMIGRATION RESURFACE
9224,2024-08-14 22:09:00,FOXNEWSW,3,FOXNEWSW_20240814_220000_Special_Report_With_Bret_Baier/start/540,IN FEDERAL CUSTODY. HAITIAN MIGRANT CHARGED WITH RAPING CHILD APPREHENDED,IN FEDERAL CUSTODY HAITIAN MIGRANT CHARGED WITH RAPING CHILD APPREHENDED,HAITIAN MIGRANT CHARGED WITH RAPING CHILD APPREHENDED
9225,2024-08-14 22:48:00,FOXNEWSW,2,FOXNEWSW_20240814_220000_Special_Report_With_Bret_Baier/start/2880,BORDER IMPACT 5 '. ROLE OF IMMIGRATION IN 2024 PRESIDENTIAL ELECTION |[Â» CONVENTION L,BORDER IMPACT 5 ROLE OF IMMIGRATION IN 2024 PRESIDENTIAL ELECTION CONVENTION L,ROLE OF IMMIGRATION IN 2024 PRESIDENTIAL ELECTION
9226,2024-08-15 00:03:19,FOXNEWSW,3,FOXNEWSW_20240815_000000_Jesse_Watters_Primetime/start/180,KAMALA WANTED TO EMPTY DETENTION CENTERS,KAMALA WANTED TO EMPTY DETENTION CENTERS,KAMALA WANTED TO EMPTY DETENTION CENTERS
9227,2024-08-15 00:04:11,FOXNEWSW,3,FOXNEWSW_20240815_000000_Jesse_Watters_Primetime/start/240,1. TRUMP TOUTS HISTORIC DEPORTATION PLANS,1 TRUMP TOUTS HISTORIC DEPORTATION PLANS,TRUMP TOUTS HISTORIC DEPORTATION PLANS
9231,2024-08-15 03:30:36,FOXNEWSW,2,FOXNEWSW_20240815_030000_Fox_News_at_Night/start/1800,L. MIGRANT CRIME CRISIS. ICE ARRESTS ACCUSED RAPIST OF DISABLED CHILD,L MIGRANT CRIME CRISIS ICE ARRESTS ACCUSED RAPIST OF DISABLED CHILD,MIGRANT CRIME CRISIS ICE ARRESTS ACCUSED RAPIST OF DISABLED CHILD
9232,2024-08-15 03:30:54,FOXNEWSW,8,FOXNEWSW_20240815_030000_Fox_News_at_Night/start/1800,MIGRANT IN ICE CUSTODY AFTER ALLEGED CHILD RAPE,MIGRANT IN ICE CUSTODY AFTER ALLEGED CHILD RAPE,MIGRANT IN ICE CUSTODY AFTER ALLEGED CHILD RAPE
9233,2024-08-15 03:31:56,FOXNEWSW,2,FOXNEWSW_20240815_030000_Fox_News_at_Night/start/1860,. TWO MIGRANTS ARRESTED IN ALLEGED RAPE CASES IN NY,TWO MIGRANTS ARRESTED IN ALLEGED RAPE CASES IN NY,TWO MIGRANTS ARRESTED IN ALLEGED RAPE CASES IN NY
9234,2024-08-15 03:32:21,FOXNEWSW,3,FOXNEWSW_20240815_030000_Fox_News_at_Night/start/1920,MIGRANT CRISIS COMES AT HIGH PRICE FOR NYC,MIGRANT CRISIS COMES AT HIGH PRICE FOR NYC,MIGRANT CRISIS COMES AT HIGH PRICE FOR NYC
9235,2024-08-15 03:35:06,FOXNEWSW,9,FOXNEWSW_20240815_030000_Fox_News_at_Night/start/2100,TRUMP AD BLAMES HARRIS POLICIES FOR MIGRANT CRIMES,TRUMP AD BLAMES HARRIS POLICIES FOR MIGRANT CRIMES,TRUMP AD BLAMES HARRIS POLICIES FOR MIGRANT CRIMES
9238,2024-08-15 05:01:39,FOXNEWSW,4,FOXNEWSW_20240815_050000_Jesse_Watters_Primetime/start/60,ILLEGAL ALIEN CHARGED WITH RAPE,ILLEGAL ALIEN CHARGED WITH RAPE,ILLEGAL ALIEN CHARGED WITH RAPE
9242,2024-08-15 09:07:46,FOXNEWSW,3,FOXNEWSW_20240815_090000_FOX__Friends_First/start/420,E. FOX NEWS POLL: VOTERS TRUST TRUMP MORE. THAN HARRIS ON THE ECONOMY & BORDER,E FOX NEWS POLL VOTERS TRUST TRUMP MORE THAN HARRIS ON THE ECONOMY BORDER,N R TRUMP CALLS OUT HARRIS ON MIGRANT CRISIS
9243,2024-08-15 09:44:00,FOXNEWSW,4,FOXNEWSW_20240815_090000_FOX__Friends_First/start/2640,> ASHLEY MOODY (R) | FLORIDA ATTORNEY GENERAL. RPT: BIDEN-HARRIS ADMIN RELEASED 99 MIGRANTS,ASHLEY MOODY R FLORIDA ATTORNEY GENERAL RPT BIDENHARRIS ADMIN RELEASED 99 MIGRANTS,E FOX NEWS POLL VOTERS TRUST TRUMP MORE THAN HARRIS ON THE ECONOMY BORDER
9244,2024-08-15 09:45:00,FOXNEWSW,2,FOXNEWSW_20240815_090000_FOX__Friends_First/start/2700,b ] ! i e. RPT: BIDEN-HARRIS RELEASED 99 MIGRANTS. ON THE TERROR WATCHLIST INTO THE U.S.,b i e RPT BIDENHARRIS RELEASED 99 MIGRANTS ON THE TERROR WATCHLIST INTO THE US,RPT: BIDEN-HARRIS RELEASED 99 MIGRANTS ON THE TERROR WATCHLIST INTO THE US
9245,2024-08-15 09:58:03,FOXNEWSW,2,FOXNEWSW_20240815_090000_FOX__Friends_First/start/3480,POLICE BUST MIGRANT ENCAMPMENT ON RANDALL'S ISLAND,POLICE BUST MIGRANT ENCAMPMENT ON RANDALLS ISLAND,POLICE BUST MIGRANT ENCAMPMENT ON RANDALLS ISLAND
9246,2024-08-15 09:58:21,FOXNEWSW,4,FOXNEWSW_20240815_090000_FOX__Friends_First/start/3480,NYPD SWEEPS MIGRANT TENTS ON RANDALL'S ISLAND,NYPD SWEEPS MIGRANT TENTS ON RANDALLS ISLAND,NYPD SWEEPS MIGRANT TENTS ON RANDALLS ISLAND
9248,2024-08-15 10:30:21,MSNBCW,4,MSNBCW_20240815_100000_Morning_Joe/start/1800,"H TRUMP AMPLIFIES CLAIMS OF A ""MIGRANT CRIME"" WAVE",H TRUMP AMPLIFIES CLAIMS OF A MIGRANT CRIME WAVE,TRUMP AMPLIFIES CLAIMS OF A MIGRANT CRIME WAVE
9249,2024-08-15 10:38:56,MSNBCW,2,MSNBCW_20240815_100000_Morning_Joe/start/2280,. MIGRANT SOUTHERN BORDER CROSSINGS DECLINE DRAMATICALLY,MIGRANT SOUTHERN BORDER CROSSINGS DECLINE DRAMATICALLY,MIGRANT SOUTHERN BORDER CROSSINGS DECLINE DRAMATICALLY
9250,2024-08-15 12:03:00,FOXNEWSW,5,FOXNEWSW_20240815_120000_FOX_and_Friends/start/180,TRUMP SLAMS HARRIS' STANCE ON THE BORDER,TRUMP SLAMS HARRIS STANCE ON THE BORDER,TRUMP SLAMS HARRIS STANCE ON THE BORDER
9251,2024-08-15 13:32:57,FOXNEWSW,4,FOXNEWSW_20240815_130000_Americas_Newsroom/start/1920,MIGRANT CONVICTED OF RAPE ARRESTED BY I.C.E.,MIGRANT CONVICTED OF RAPE ARRESTED BY ICE,MIGRANT CONVICTED OF RAPE ARRESTED BY ICE
9252,2024-08-15 13:33:29,FOXNEWSW,2,FOXNEWSW_20240815_130000_Americas_Newsroom/start/1980,HARRIS BORDER POLICY PROBED AMID MIGRANT CRIME,HARRIS BORDER POLICY PROBED AMID MIGRANT CRIME,HARRIS BORDER POLICY PROBED AMID MIGRANT CRIME
9255,2024-08-15 14:24:13,CNNW,6,CNNW_20240815_140000_CNN_Newsroom_With_Jim_Acosta/start/1440,"NEW POLL GIVES TRUMP EDGE ON ECONOMY, IMMIGRATION",NEW POLL GIVES TRUMP EDGE ON ECONOMY IMMIGRATION,NEW POLL GIVES TRUMP EDGE ON ECONOMY IMMIGRATION
9257,2024-08-15 15:54:17,MSNBCW,4,MSNBCW_20240815_150000_Jose_Diaz-Balart_Reports/start/3240,TX GOV. BUSING FEWER MIGRANTS NORTH. ! BECAUSE OF DROP IN BORDER CROSSINGS,TX GOV BUSING FEWER MIGRANTS NORTH BECAUSE OF DROP IN BORDER CROSSINGS,TX GOV BUSING FEWER MIGRANTS NORTH BECAUSE OF DROP IN BORDER CROSSINGS
9258,2024-08-15 16:08:00,MSNBCW,4,MSNBCW_20240815_160000_Andrea_Mitchell_Reports/start/480,DEMS STRUGGLE TO FIND FOOTING ON ECONOMY & IMMIGRATION,DEMS STRUGGLE TO FIND FOOTING ON ECONOMY IMMIGRATION,DEMS STRUGGLE TO FIND FOOTING ON ECONOMY IMMIGRATION
9259,2024-08-15 21:08:12,CNNW,6,CNNW_20240815_210000_The_Situation_Room_With_Wolf_Blitzer/start/480,TRUMP ATTACKS HARRIS ON ECONOMY & IMMIGRATION,TRUMP ATTACKS HARRIS ON ECONOMY IMMIGRATION,TRUMP ATTACKS HARRIS ON ECONOMY IMMIGRATION
9261,2024-08-15 22:06:00,BBCNEWS,33,,Asylum seeker who filmed hotel riot feared for life,Asylum seeker who filmed hotel riot feared for life,Asylum seeker who filmed hotel riot feared for life
9262,2024-08-15 22:17:50,MSNBCW,3,MSNBCW_20240815_220000_The_Beat_With_Ari_Melber/start/1020,PROJECT 2025 ARCHITECT ON TAPE: TRUMP WILL USE. MILITARY TO DEPORT IMMIGRANTS & SUPPRESS PROTESTS,PROJECT 2025 ARCHITECT ON TAPE TRUMP WILL USE MILITARY TO DEPORT IMMIGRANTS SUPPRESS PROTESTS,PROJECT 2025 ARCHITECT ON TAPE TRUMP WILL USE MILITARY TO DEPORT IMMIGRANTS SUPPRESS PROTESTS
9266,2024-08-16 01:03:14,MSNBCW,2,MSNBCW_20240816_010000_Alex_Wagner_Tonight/start/180,". TRUMP CALLS MIGRANTS ""CRIMINALS...RAPISTS... MURDERERS'",TRUMP CALLS MIGRANTS CRIMINALSRAPISTS MURDERERS,TRUMP CALLS MIGRANTS CRIMINALSRAPISTS MURDERERS
9267,2024-08-16 01:03:56,MSNBCW,6,MSNBCW_20240816_010000_Alex_Wagner_Tonight/start/180,TRUMP MAKES INCOHERENT COMMENT ABOUT. l 100 PERCENT JOB CREATION GOING TO MIGRANTS,TRUMP MAKES INCOHERENT COMMENT ABOUT l 100 PERCENT JOB CREATION GOING TO MIGRANTS,TRUMP MAKES INCOHERENT COMMENT ABOUT 100 PERCENT JOB CREATION GOING TO MIGRANTS
9268,2024-08-16 01:04:46,MSNBCW,2,MSNBCW_20240816_010000_Alex_Wagner_Tonight/start/240,' TRUMP MAKES UNFOUNDED CLAIMS ABOUT MIGRANTS AT PRESSER,TRUMP MAKES UNFOUNDED CLAIMS ABOUT MIGRANTS AT PRESSER,TRUMP MAKES UNFOUNDED CLAIMS ABOUT MIGRANTS AT PRESSER
9269,2024-08-16 01:08:07,MSNBCW,2,MSNBCW_20240816_010000_Alex_Wagner_Tonight/start/480,! TRUMP LASHES OUT AT MIGRANTS DURING NJ PRESS CONF.,TRUMP LASHES OUT AT MIGRANTS DURING NJ PRESS CONF,TRUMP LASHES OUT AT MIGRANTS DURING NJ PRESS CONF
9271,2024-08-16 01:48:33,MSNBCW,6,MSNBCW_20240816_010000_Alex_Wagner_Tonight/start/2880,"PROJECT 2025 PUSHES FOR CHRISTIAN NATIONALISM,. ! MASS DEPORTATION, AND ABORTION RESTRICTIONS",PROJECT 2025 PUSHES FOR CHRISTIAN NATIONALISM MASS DEPORTATION AND ABORTION RESTRICTIONS,PROJECT 2025 PUSHES FOR CHRISTIAN NATIONALISM MASS DEPORTATION AND ABORTION RESTRICTIONS
9272,2024-08-16 03:15:12,MSNBCW,2,MSNBCW_20240816_030000_The_11th_Hour_With_Stephanie_Ruhle/start/900,.' TRUMP'S 'FAILING NATION MESSAGE & IMMIGRATION COLLIDE,TRUMPS FAILING NATION MESSAGE IMMIGRATION COLLIDE,TRUMPS FAILING NATION MESSAGE IMMIGRATION COLLIDE
9274,2024-08-16 10:18:24,FOXNEWSW,2,FOXNEWSW_20240816_100000_FOX_and_Friends/start/1080,AL s. GANG LEADER WANTED FOR 23 MURDERS IN. PERU ARRESTED BY ICE IN NEW YORK STATE,AL s GANG LEADER WANTED FOR 23 MURDERS IN PERU ARRESTED BY ICE IN NEW YORK STATE,A GANG LEADER WANTED FOR 23 MURDERS IN PERU ARRESTED BY ICE IN NEW YORK STATE
9275,2024-08-16 10:45:41,FOXNEWSW,2,FOXNEWSW_20240816_100000_FOX_and_Friends/start/2700,""" MIGRANT CRIME IS ON THE BALLOT",MIGRANT CRIME IS ON THE BALLOT,MIGRANT CRIME IS ON THE BALLOT
9276,2024-08-16 12:22:00,BBCNEWS,35,,BBC speaks to asylum seeker in Rotherham hotel,BBC speaks to asylum seeker in Rotherham hotel,BBC speaks to asylum seeker in Rotherham hotel
9277,2024-08-16 12:48:24,CNNW,19,CNNW_20240816_120000_CNN_News_Central/start/2880,CONDUCTOR INVITES REFUGEES TO JOIN HIS DREAM ORCHESTRA,CONDUCTOR INVITES REFUGEES TO JOIN HIS DREAM ORCHESTRA,CONDUCTOR INVITES REFUGEES TO JOIN HIS DREAM ORCHESTRA
9278,2024-08-16 12:49:26,FOXNEWSW,2,FOXNEWSW_20240816_120000_FOX_and_Friends/start/2940,I e. MIGRANT CHARGED WITH CHILD RAPE AFTER ENTERING. U.S. LEGALLY UNDER BIDEN-HARRIS PAROLE PROGRAM,I e MIGRANT CHARGED WITH CHILD RAPE AFTER ENTERING US LEGALLY UNDER BIDENHARRIS PAROLE PROGRAM,A MIGRANT CHARGED WITH CHILD RAPE AFTER ENTERING US LEGALLY UNDER BIDEN-HARRIS PAROLE PROGRAM
9279,2024-08-16 12:49:31,FOXNEWSW,3,FOXNEWSW_20240816_120000_FOX_and_Friends/start/2940,2 MIGRANTS CHARGED WITH RAPE IN MA THIS WEEK,2 MIGRANTS CHARGED WITH RAPE IN MA THIS WEEK,2 MIGRANTS CHARGED WITH RAPE IN MA THIS WEEK
9283,2024-08-16 15:14:55,FOXNEWSW,7,FOXNEWSW_20240816_150000_The_Faulkner_Focus/start/840,SPOTLIGHT ON ILLEGAL IMMIGRANT CRIME,SPOTLIGHT ON ILLEGAL IMMIGRANT CRIME,SPOTLIGHT ON ILLEGAL IMMIGRANT CRIME
9284,2024-08-16 15:24:00,FOXNEWSW,2,FOXNEWSW_20240816_150000_The_Faulkner_Focus/start/1440,!â' â IC ECONOMY SPEECH. 6 ILLEGALS ARRESTED FOR VIOLENT CRIMES THIS WEEK lghg.â,IC ECONOMY SPEECH 6 ILLEGALS ARRESTED FOR VIOLENT CRIMES THIS WEEK lghg,6 ILLEGALS ARRESTED FOR VIOLENT CRIMES THIS WEEK
9285,2024-08-16 15:25:00,FOXNEWSW,2,FOXNEWSW_20240816_150000_The_Faulkner_Focus/start/1500,VSRR B NCECONOMY SPe. MIGRANT CRIME SPOTLIGHTS HARRIS BORDER POLICIES I:w â,VSRR B NCECONOMY SPe MIGRANT CRIME SPOTLIGHTS HARRIS BORDER POLICIES Iw,MIGRANT CRIME SPOTLIGHTS HARRIS BORDER POLICIES
9288,2024-08-16 22:37:13,FOXNEWSW,2,FOXNEWSW_20240816_220000_Special_Report_With_Bret_Baier/start/2220,RENEWED HOPE. U.S. NEGOTIATED RELEASE OF 24 DETAINEES,RENEWED HOPE US NEGOTIATED RELEASE OF 24 DETAINEES,RENEWED HOPE US NEGOTIATED RELEASE OF 24 DETAINEES
9290,2024-08-16 23:49:00,CNNW,62,CNNW_20240816_230000_Erin_Burnett_OutFront/start/2940,TRUMP RAMPS UP IMMIGRATION ATTACKS; CNN FINDS NO SURGE AT BORDER,TRUMP RAMPS UP IMMIGRATION ATTACKS CNN FINDS NO SURGE AT BORDER,TRUMP RAMPS UP IMMIGRATION ATTACKS CNN FINDS NO SURGE AT BORDER
9291,2024-08-16 23:51:00,CNNW,49,CNNW_20240816_230000_Erin_Burnett_OutFront/start/3060,"CNN RETURNS TO BORDER HOTSPOTS, FINDS MIGRANT ENCOUNTERS DOWN",CNN RETURNS TO BORDER HOTSPOTS FINDS MIGRANT ENCOUNTERS DOWN,CNN RETURNS TO BORDER HOTSPOTS FINDS MIGRANT ENCOUNTERS DOWN
9292,2024-08-17 00:25:08,FOXNEWSW,12,FOXNEWSW_20240817_000000_Jesse_Watters_Primetime/start/1500,MIGRANT RELEASED BY DHS CHARGED IN NYC RAPE,MIGRANT RELEASED BY DHS CHARGED IN NYC RAPE,MIGRANT RELEASED BY DHS CHARGED IN NYC RAPE
9293,2024-08-17 00:27:53,FOXNEWSW,8,FOXNEWSW_20240817_000000_Jesse_Watters_Primetime/start/1620,NYPD: MIGRANTS BEHIND CRIME SPIKE,NYPD MIGRANTS BEHIND CRIME SPIKE,NYPD MIGRANTS BEHIND CRIME SPIKE
9294,2024-08-17 02:25:51,CNNW,11,CNNW_20240817_020000_CNN_NewsNight_With_Abby_Phillip/start/1500,"VANCE CITES ""GANGS OF NEW YORK"" FILM TO DEFEND DEPORTATIONS",VANCE CITES GANGS OF NEW YORK FILM TO DEFEND DEPORTATIONS,VANCE CITES GANGS OF NEW YORK FILM TO DEFEND DEPORTATIONS
9295,2024-08-17 03:21:27,CNNW,2,CNNW_20240817_030000_Laura_Coates_Live/start/1260,"CNN GOES TO THE BORDER AMID TRUMP'S FALSE CLAIMS ABOUT MIGRATION. . Father Rafael Garcia | Pastor of Sacred Heart Church, El Paso, TX",CNN GOES TO THE BORDER AMID TRUMPS FALSE CLAIMS ABOUT MIGRATION Father Rafael Garcia Pastor of Sacred Heart Church El Paso TX,CNN GOES TO THE BORDER AMID TRUMPS FALSE CLAIMS ABOUT MIGRATION
9296,2024-08-17 05:24:52,FOXNEWSW,2,FOXNEWSW_20240817_050000_Jesse_Watters_Primetime/start/1440,11-YEAR-OLD MIGRANT FLEES AFTER ROBBERY,11YEAROLD MIGRANT FLEES AFTER ROBBERY,11YEAROLD MIGRANT FLEES AFTER ROBBERY
9297,2024-08-17 05:25:41,FOXNEWSW,2,FOXNEWSW_20240817_050000_Jesse_Watters_Primetime/start/1500,KAMALA WILL LET THE MIGRANTS OUT ON DAY 1,KAMALA WILL LET THE MIGRANTS OUT ON DAY 1,KAMALA WILL LET THE MIGRANTS OUT ON DAY 1
9302,2024-08-17 10:16:28,FOXNEWSW,6,FOXNEWSW_20240817_100000_FOX_and_Friends_Saturday/start/960,BODY CAMERA FOOTAGE SHOWS ARREST OF. MIGRANT ACCUSED OF KILLING RACHEL MORIN,BODY CAMERA FOOTAGE SHOWS ARREST OF MIGRANT ACCUSED OF KILLING RACHEL MORIN,BODY CAMERA FOOTAGE SHOWS ARREST OF MIGRANT ACCUSED OF KILLING RACHEL MORIN
9307,2024-08-17 21:54:53,CNNW,8,CNNW_20240817_210000_CNN_Newsroom/start/3240,"""DREAM ORCHESTRA"" CONNECTS REFUGEES THROUGH MUSIC",DREAM ORCHESTRA CONNECTS REFUGEES THROUGH MUSIC,DREAM ORCHESTRA CONNECTS REFUGEES THROUGH MUSIC
9309,2024-08-17 23:46:54,CNNW,8,CNNW_20240817_230000_CNN_Newsroom/start/2760,PRIEST NEAR BORDER TELLS CNN: MIGRATION HAS EASED SINCE JUNE,PRIEST NEAR BORDER TELLS CNN MIGRATION HAS EASED SINCE JUNE,PRIEST NEAR BORDER TELLS CNN MIGRATION HAS EASED SINCE JUNE
9311,2024-08-18 10:39:06,CNNW,25,CNNW_20240818_100000_CNN_This_Morning_Weekend/start/2340,TRUMP EXPECTED TO RAMP UP ATTACKS ON HARRIS OVER IMMIGRATION,TRUMP EXPECTED TO RAMP UP ATTACKS ON HARRIS OVER IMMIGRATION,TRUMP EXPECTED TO RAMP UP ATTACKS ON HARRIS OVER IMMIGRATION
9312,2024-08-18 10:52:31,FOXNEWSW,4,FOXNEWSW_20240818_100000_FOX_and_Friends_Sunday/start/3120,ILLEGAL MIGRANT CRIME RUNS RAMPANT UNDER BIDEN,ILLEGAL MIGRANT CRIME RUNS RAMPANT UNDER BIDEN,ILLEGAL MIGRANT CRIME RUNS RAMPANT UNDER BIDEN
9314,2024-08-18 12:38:37,CNNW,2,CNNW_20240818_120000_Inside_Politics_With_Manu_Raju/start/2280,NEW POLL: TRUMP LEADS HARRIS ON ECONOMY AND IMMIGRATION,NEW POLL TRUMP LEADS HARRIS ON ECONOMY AND IMMIGRATION,NEW POLL TRUMP LEADS HARRIS ON ECONOMY AND IMMIGRATION
