,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
12447,2019-07-02 17:24:46,MSNBCW,17,MSNBCW_20190702_170000_MSNBC_Live_With_Velshi_and_Ruhle/start/1440,"BUZZFEED: CUCCINELLI TELLS ASYLUM OFFICERS CREDIBLE FEAR. SHOULD BE FOUND ONLY IF ""JUDGE IS LIKELY TO GRANT ASYLUM""",BUZZFEED CUCCINELLI TELLS ASYLUM OFFICERS CREDIBLE FEAR SHOULD BE FOUND ONLY IF JUDGE IS LIKELY TO GRANT ASYLUM,BUZZFEED CUCCINELLI TELLS ASYLUM OFFICERS CREDIBLE FEAR SHOULD BE FOUND ONLY IF JUDGE IS LIKELY TO GRANT ASYLUM
12449,2019-07-02 17:35:21,FOXNEWSW,2,FOXNEWSW_20190702_170000_Outnumbered_Overtime_With_Harris_Faulkner/start/2100,REP OCASIO- CORTEZ (D- NY): MIGRANTS,REP OCASIO CORTEZ D NY MIGRANTS,REP OCASIO CORTEZ D NY MIGRANTS
12452,2019-07-02 17:40:52,MSNBCW,11,MSNBCW_20190702_170000_MSNBC_Live_With_Velshi_and_Ruhle/start/2400,TRUMP IMMIGRATION OFFICIAL ON FOREIGN. TRAVELERS WHO ARE OVERSTAYING THEIR VISAS,TRUMP IMMIGRATION OFFICIAL ON FOREIGN TRAVELERS WHO ARE OVERSTAYING THEIR VISAS,TRUMP IMMIGRATION OFFICIAL ON FOREIGN TRAVELERS WHO ARE OVERSTAYING THEIR VISAS
12453,2019-07-02 17:56:15,MSNBCW,3,MSNBCW_20190702_170000_MSNBC_Live_With_Velshi_and_Ruhle/start/3360,REP. CHU REACTS TO TRUMP IMMIGRATION. OFFICIAL CUCCINELLI'S REMARKS,REP CHU REACTS TO TRUMP IMMIGRATION OFFICIAL CUCCINELLIS REMARKS,REP CHU REACTS TO TRUMP IMMIGRATION OFFICIAL CUCCINELLIS REMARKS
12455,2019-07-02 17:58:40,MSNBCW,4,MSNBCW_20190702_170000_MSNBC_Live_With_Velshi_and_Ruhle/start/3480,REP. CHU ON VOTING AGAINST. MIGRANT HUMANITARIAN AID BILL,REP CHU ON VOTING AGAINST MIGRANT HUMANITARIAN AID BILL,REP CHU ON VOTING AGAINST MIGRANT HUMANITARIAN AID BILL
12456,2019-07-02 18:30:04,MSNBCW,2,MSNBCW_20190702_180000_MSNBC_Live_With_Katy_Tur/start/1800,PEDIATRICIAN SPEAKS AFTER TREATING. MIGRANT KIDS RELEASED FROM CUSTODY,PEDIATRICIAN SPEAKS AFTER TREATING MIGRANT KIDS RELEASED FROM CUSTODY,PEDIATRICIAN SPEAKS AFTER TREATING MIGRANT KIDS RELEASED FROM CUSTODY
12457,2019-07-02 18:33:03,MSNBCW,8,MSNBCW_20190702_180000_MSNBC_Live_With_Katy_Tur/start/1980,REP. CASTRO POSTS VIDEO TAKEN INSIDE MIGRANT FACILITY,REP CASTRO POSTS VIDEO TAKEN INSIDE MIGRANT FACILITY,REP CASTRO POSTS VIDEO TAKEN INSIDE MIGRANT FACILITY
12458,2019-07-02 18:34:32,MSNBCW,2,MSNBCW_20190702_180000_MSNBC_Live_With_Katy_Tur/start/2040,REP. JOAQUIN CASTRO 0N VISIT T0 MIGRANT DETENTION FACILITY,REP JOAQUIN CASTRO 0N VISIT T0 MIGRANT DETENTION FACILITY,REP JOAQUIN CASTRO ON VISIT TO MIGRANT DETENTION FACILITY
12461,2019-07-02 18:37:00,FOXNEWSW,3,FOXNEWSW_20190702_180000_The_Daily_Briefing_With_Dana_Perino/start/2220,OCASIO- CORTEZ: DETAINED MIGRANTS. WERE TOLD TO DRINK TOILET WATER. . .L- {C 1:,OCASIO CORTEZ DETAINED MIGRANTS WERE TOLD TO DRINK TOILET WATER L C 1,OCASIO CORTEZ DETAINED MIGRANTS WERE TOLD TO DRINK TOILET WATER
12463,2019-07-02 19:00:23,MSNBCW,3,MSNBCW_20190702_180000_MSNBC_Live_With_Katy_Tur/start/3600,CONGRESSIONAL DELEGATION TOURS. S. FLORIDA MIGRANT FACILITY,CONGRESSIONAL DELEGATION TOURS S FLORIDA MIGRANT FACILITY,CONGRESSIONAL DELEGATION TOURS S FLORIDA MIGRANT FACILITY
12464,2019-07-02 19:10:30,CNNW,10,CNNW_20190702_190000_CNN_Newsroom_With_Brooke_Baldwin/start/600,SEN. BOOKER UNVEILS IMMIGRATION PLAN AMID BORDER CRISIS,SEN BOOKER UNVEILS IMMIGRATION PLAN AMID BORDER CRISIS,SEN BOOKER UNVEILS IMMIGRATION PLAN AMID BORDER CRISIS
12465,2019-07-02 19:20:16,CNNW,16,CNNW_20190702_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1200,DHS RELEASES NEW IMAGES FROM INSIDE MIGRANT FACILITIES,DHS RELEASES NEW IMAGES FROM INSIDE MIGRANT FACILITIES,DHS RELEASES NEW IMAGES FROM INSIDE MIGRANT FACILITIES
12466,2019-07-02 19:26:12,CNNW,12,CNNW_20190702_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1560,DEM LAWMAKERS DECRY CONDITIONS IN MIGRANT HOLDING FACILITIES. . Rep. Nanette DiaZ BarragÃ©n (D) Just Visited Migrant Detention Facility in Texas,DEM LAWMAKERS DECRY CONDITIONS IN MIGRANT HOLDING FACILITIES Rep Nanette DiaZ Barragn D Just Visited Migrant Detention Facility in Texas,DEM LAWMAKERS DECRY CONDITIONS IN MIGRANT HOLDING FACILITIES Rep Nanette Diaz Barragan Just Visited Migrant Detention Facility in Texas
12467,2019-07-02 19:29:33,CNNW,3,CNNW_20190702_190000_CNN_Newsroom_With_Brooke_Baldwin/start/1740,DEM LAWMAKERS DECRY CONDITIONS IN MIGRANT HOLDING FACILITIES,DEM LAWMAKERS DECRY CONDITIONS IN MIGRANT HOLDING FACILITIES,DEM LAWMAKERS DECRY CONDITIONS IN MIGRANT HOLDING FACILITIES
12468,2019-07-02 19:37:57,MSNBCW,4,MSNBCW_20190702_190000_MSNBC_Live_With_Ali_Velshi/start/2220,REP. RAUL RUIZ 0N BILL TO IMPROVE MIGRANT HEALTH CARE,REP RAUL RUIZ 0N BILL TO IMPROVE MIGRANT HEALTH CARE,REP RAUL RUIZ ON BILL TO IMPROVE MIGRANT HEALTH CARE
12469,2019-07-02 20:18:37,CNNW,13,CNNW_20190702_200000_The_Lead_With_Jake_Tapper/start/1080,DHS WATCHDOG RELEASES PHOTOS OF FAMILIES. IN OVERCROWDED BORDER FACILITIES IN TEXAS,DHS WATCHDOG RELEASES PHOTOS OF FAMILIES IN OVERCROWDED BORDER FACILITIES IN TEXAS,DHS WATCHDOG RELEASES PHOTOS OF FAMILIES IN OVERCROWDED BORDER FACILITIES IN TEXAS
12470,2019-07-02 20:21:08,CNNW,44,CNNW_20190702_200000_The_Lead_With_Jake_Tapper/start/1260,GROUPS OF DEMOCRATS VISIT MORE MIGRANT. HOLDING FACILITIES TO SURVEY CONDITIONS,GROUPS OF DEMOCRATS VISIT MORE MIGRANT HOLDING FACILITIES TO SURVEY CONDITIONS,GROUPS OF DEMOCRATS VISIT MORE MIGRANT HOLDING FACILITIES TO SURVEY CONDITIONS
12471,2019-07-02 20:25:00,FOXNEWSW,2,FOXNEWSW_20190702_200000_Your_World_With_Neil_Cavuto/start/1500,DEMOCRATS EXPRESS OUTRAGE OVER. CONDITIONS AT MIGRANT DETENTION FACILITIES,DEMOCRATS EXPRESS OUTRAGE OVER CONDITIONS AT MIGRANT DETENTION FACILITIES,DEMOCRATS EXPRESS OUTRAGE OVER CONDITIONS AT MIGRANT DETENTION FACILITIES
12472,2019-07-02 20:27:49,FOXNEWSW,3,FOXNEWSW_20190702_200000_Your_World_With_Neil_Cavuto/start/1620,CBP INVESTIGATING SECRET FACEBOOK PAGE WHERE. AGENTS ALLEGEDLY MOCKED MIGRANT DEATHS,CBP INVESTIGATING SECRET FACEBOOK PAGE WHERE AGENTS ALLEGEDLY MOCKED MIGRANT DEATHS,CBP INVESTIGATING SECRET FACEBOOK PAGE WHERE AGENTS ALLEGEDLY MOCKED MIGRANT DEATHS
12473,2019-07-02 20:28:40,FOXNEWSW,9,FOXNEWSW_20190702_200000_Your_World_With_Neil_Cavuto/start/1680,REP OCASIO-CORTEZ (D-NY) CLAIMS MIGRANTS. FORCED TO DRINK OUT OF TOILETS,REP OCASIOCORTEZ DNY CLAIMS MIGRANTS FORCED TO DRINK OUT OF TOILETS,REP OCASIO-CORTEZ CLAIMS MIGRANTS FORCED TO DRINK OUT OF TOILETS
12474,2019-07-02 20:29:56,FOXNEWSW,2,FOXNEWSW_20190702_200000_Your_World_With_Neil_Cavuto/start/1740,RON VITIELLO. . FORMER ACTING ICE DIRECTOR. â/,RON VITIELLO FORMER ACTING ICE DIRECTOR,RON VITIELLO FORMER ACTING ICE DIRECTOR
12475,2019-07-02 20:40:54,MSNBCW,8,MSNBCW_20190702_200000_Deadline_White_House/start/2400,HONDURAN MAN DIES IN ICE CUSTODY,HONDURAN MAN DIES IN ICE CUSTODY,HONDURAN MAN DIES IN ICE CUSTODY
12476,2019-07-02 20:44:21,MSNBCW,10,MSNBCW_20190702_200000_Deadline_White_House/start/2640,CONGRESS ANNOUNCES HEARING NEXT WEEK WITH DHS. AND CBP HEADS 0N TREATMENT OF MIGRANT CHILDREN,CONGRESS ANNOUNCES HEARING NEXT WEEK WITH DHS AND CBP HEADS 0N TREATMENT OF MIGRANT CHILDREN,CONGRESS ANNOUNCES HEARING NEXT WEEK WITH DHS AND CBP HEADS ON TREATMENT OF MIGRANT CHILDREN
12479,2019-07-02 21:00:30,FOXNEWSW,2,FOXNEWSW_20190702_200000_Your_World_With_Neil_Cavuto/start/3600,BORDER BOMBSHELL. AOC BLASTS CONDITIONS AT MIGRANT DETENTION CENTERS,BORDER BOMBSHELL AOC BLASTS CONDITIONS AT MIGRANT DETENTION CENTERS,BORDER BOMBSHELL AOC BLASTS CONDITIONS AT MIGRANT DETENTION CENTERS
12481,2019-07-02 21:00:53,FOXNEWSW,3,FOXNEWSW_20190702_200000_Your_World_With_Neil_Cavuto/start/3600,AOC: THERE'S ABUSE IN THESE DETENTION FACILITIES. . W,AOC THERES ABUSE IN THESE DETENTION FACILITIES W,AOC THERE'S ABUSE IN THESE DETENTION FACILITIES W
12482,2019-07-02 21:01:20,MSNBCW,4,MSNBCW_20190702_210000_MTP_Daily/start/60,"I.G. REPORT DEI'AILS ""DANGEROUS OVERCROWDING"". & UNSANITARY CONDITIONS AT MIGRANT FACILITIES",IG REPORT DEIAILS DANGEROUS OVERCROWDING UNSANITARY CONDITIONS AT MIGRANT FACILITIES,IG REPORT DETAILS DANGEROUS OVERCROWDING UNSANITARY CONDITIONS AT MIGRANT FACILITIES
12483,2019-07-02 21:01:23,CNNW,16,CNNW_20190702_210000_Situation_Room_With_Wolf_Blitzer/start/60,"DHS WATCHDOG WARNS 0F DANGEROUS OVERCROWDING 0F MIGRANTS,. DEMANDS ACTION AS ONE OFFICIAL CALLS IT A ""TICKING TIME BOMB""",DHS WATCHDOG WARNS 0F DANGEROUS OVERCROWDING 0F MIGRANTS DEMANDS ACTION AS ONE OFFICIAL CALLS IT A TICKING TIME BOMB,DHS WATCHDOG WARNS OF DANGEROUS OVERCROWDING OF MIGRANTS DEMANDS ACTION AS ONE OFFICIAL CALLS IT A TICKING TIME BOMB
12484,2019-07-02 21:01:23,FOXNEWSW,2,FOXNEWSW_20190702_210000_The_Five/start/60,AOC: I WAS NOT SAFE FROM THE. OFFICERS IN THE DETENTION FACILITY. . m,AOC I WAS NOT SAFE FROM THE OFFICERS IN THE DETENTION FACILITY m,AOC I WAS NOT SAFE FROM THE OFFICERS IN THE DETENTION FACILITY
12485,2019-07-02 21:01:32,FOXNEWSW,8,FOXNEWSW_20190702_210000_The_Five/start/60,DETENTION DISPUTE. CBP BLASTS AOC CLAIM THAT MIGRANTS DRANK TOILET WATER,DETENTION DISPUTE CBP BLASTS AOC CLAIM THAT MIGRANTS DRANK TOILET WATER,DETENTION DISPUTE CBP BLASTS AOC CLAIM THAT MIGRANTS DRANK TOILET WATER
12486,2019-07-02 21:02:05,MSNBCW,7,MSNBCW_20190702_210000_MTP_Daily/start/120,DEM LAWMAKERS OUTRAGED AFI'ER TOURING. MIGRANT DETENTION CENTERS IN TX & FL,DEM LAWMAKERS OUTRAGED AFIER TOURING MIGRANT DETENTION CENTERS IN TX FL,DEM LAWMAKERS OUTRAGED AFTER TOURING MIGRANT DETENTION CENTERS IN TX FL
12487,2019-07-02 21:02:25,FOXNEWSW,2,FOXNEWSW_20190702_210000_The_Five/start/120,' BORDER PATROL PUSHES BACK ON AOC MIGRANT CLAIMS,BORDER PATROL PUSHES BACK ON AOC MIGRANT CLAIMS,BORDER PATROL PUSHES BACK ON AOC MIGRANT CLAIMS
12488,2019-07-02 21:03:00,MSNBCW,12,MSNBCW_20190702_210000_MTP_Daily/start/180,NADLER CALLS FOR PROSECUTING ADMINISTRATION. OVER CONDITIONS AT MIGRANT FACILITIES,NADLER CALLS FOR PROSECUTING ADMINISTRATION OVER CONDITIONS AT MIGRANT FACILITIES,NADLER CALLS FOR PROSECUTING ADMINISTRATION OVER CONDITIONS AT MIGRANT FACILITIES
12490,2019-07-02 21:08:12,MSNBCW,38,MSNBCW_20190702_210000_MTP_Daily/start/480,"REP. CHU: MIGRANT WOMEN HAD ""TEARS ROLLING. DOWN THEIR FACES"" DESCRIBING CONDITIONS",REP CHU MIGRANT WOMEN HAD TEARS ROLLING DOWN THEIR FACES DESCRIBING CONDITIONS,REP CHU MIGRANT WOMEN HAD TEARS ROLLING DOWN THEIR FACES DESCRIBING CONDITIONS
12492,2019-07-02 21:09:03,MSNBCW,5,MSNBCW_20190702_210000_MTP_Daily/start/540,"REP. CHU: MIGRANT WOMEN IN TEXAS FACILITY TOLD ME. THEY ""BEGGED FOR MEDICINE BUT COULD NOT GET IT""",REP CHU MIGRANT WOMEN IN TEXAS FACILITY TOLD ME THEY BEGGED FOR MEDICINE BUT COULD NOT GET IT,REP CHU MIGRANT WOMEN IN TEXAS FACILITY TOLD ME THEY BEGGED FOR MEDICINE BUT COULD NOT GET IT
12493,2019-07-02 21:11:13,MSNBCW,2,MSNBCW_20190702_210000_MTP_Daily/start/660,PRES. TRUMP. MORE DEPORTATIONS PLANNED AFI'ER JULY 4TH,PRES TRUMP MORE DEPORTATIONS PLANNED AFIER JULY 4TH,PRES TRUMP MORE DEPORTATIONS PLANNED AFTER JULY 4TH
12496,2019-07-02 22:00:49,CNNW,2,CNNW_20190702_210000_Situation_Room_With_Wolf_Blitzer/start/3600,"DHS WATCHDOG WARNS 0F DANGEROUS OVERCROWDING 0F MIGRANTS,. RELEASES STUNNING PHOTOS FROM BORDER DETENTION FACILITIES",DHS WATCHDOG WARNS 0F DANGEROUS OVERCROWDING 0F MIGRANTS RELEASES STUNNING PHOTOS FROM BORDER DETENTION FACILITIES,DHS WATCHDOG WARNS OF DANGEROUS OVERCROWDING OF MIGRANTS RELEASES STUNNING PHOTOS FROM BORDER DETENTION FACILITIES
12497,2019-07-02 22:01:12,CNNW,2,CNNW_20190702_220000_Situation_Room_With_Wolf_Blitzer/start/60,CNN POLL: 74% 0F AMERICANS NOW SAY THERE'S A BORDER CRISIS;. SHARP JUMP AMONG DEMS CONCERNED ABOUT TREATMENT OF MIGRANTS,CNN POLL 74 0F AMERICANS NOW SAY THERES A BORDER CRISIS SHARP JUMP AMONG DEMS CONCERNED ABOUT TREATMENT OF MIGRANTS,CNN POLL 74% OF AMERICANS NOW SAY THERE'S A BORDER CRISIS SHARP JUMP AMONG DEMS CONCERNED ABOUT TREATMENT OF MIGRANTS
12498,2019-07-02 22:02:08,MSNBCW,3,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/120,TRUMP UNDER FIRE FOR LEAKED PICS OF CROWDED DETENTION CENTERS,TRUMP UNDER FIRE FOR LEAKED PICS OF CROWDED DETENTION CENTERS,TRUMP UNDER FIRE FOR LEAKED PICS OF CROWDED DETENTION CENTERS
12499,2019-07-02 22:02:28,MSNBCW,2,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/120,"""HELP"": PHOTOS SHOW HUNDREDS OF MIGRANTS CRAMMED IN CELLS",HELP PHOTOS SHOW HUNDREDS OF MIGRANTS CRAMMED IN CELLS,HELP PHOTOS SHOW HUNDREDS OF MIGRANTS CRAMMED IN CELLS
12500,2019-07-02 22:02:54,MSNBCW,8,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/120,"TRUMP ADMINâS OWN REPORT SHOWS OVERCROWDED,. DANGEROUS DETENTION CENTERS",TRUMP ADMINS OWN REPORT SHOWS OVERCROWDED DANGEROUS DETENTION CENTERS,TRUMP ADMIN'S OWN REPORT SHOWS OVERCROWDED DANGEROUS DETENTION CENTERS
12501,2019-07-02 22:03:26,MSNBCW,3,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/180,REVEALED: PHOTOS AT MIGRANT FACILITIES SHOW OVERCROWDING,REVEALED PHOTOS AT MIGRANT FACILITIES SHOW OVERCROWDING,REVEALED PHOTOS AT MIGRANT FACILITIES SHOW OVERCROWDING
12502,2019-07-02 22:04:38,MSNBCW,3,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/240,TRUMP UNDER Eiï¬E FOR MIGRANT CENTERS AS DEMS DECRY âCHILD ABUSEâ,TRUMP UNDER EiE FOR MIGRANT CENTERS AS DEMS DECRY CHILD ABUSE,TRUMP UNDER FIRE FOR MIGRANT CENTERS AS DEMS DECRY CHILD ABUSE
12503,2019-07-02 22:07:00,MSNBCW,4,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/420,TRUMPS OWN ADMIN ADMITS MIGRANT CENTERS NOWACROWDED HEALTH RISK,TRUMPS OWN ADMIN ADMITS MIGRANT CENTERS NOWACROWDED HEALTH RISK,TRUMP'S OWN ADMIN ADMITS MIGRANT CENTERS NOW A CROWDED HEALTH RISK
12504,2019-07-02 22:07:14,MSNBCW,47,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/420,"FOX NEWS HOST DEFENDS TRUMP ADMIN MIGRANT. CENTERS AS A CROWDED HOUSE ""PARTY""",FOX NEWS HOST DEFENDS TRUMP ADMIN MIGRANT CENTERS AS A CROWDED HOUSE PARTY,FOX NEWS HOST DEFENDS TRUMP ADMIN MIGRANT CENTERS AS A CROWDED HOUSE PARTY
12505,2019-07-02 22:09:25,MSNBCW,2,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/540,"DHS OFFICIAL' THESE MIGRANT CENTERS ARE A ""TICKING TIME BOMB""",DHS OFFICIAL THESE MIGRANT CENTERS ARE A TICKING TIME BOMB,DHS OFFICIAL SAYS THESE MIGRANT CENTERS ARE A TICKING TIME BOMB
12507,2019-07-02 22:11:00,MSNBCW,2,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/660,=' W. . REPORT: BORDER PATROL AGENTS MOCKED MIGRANT DEA'IE,W REPORT BORDER PATROL AGENTS MOCKED MIGRANT DEAIE,W REPORT BORDER PATROL AGENTS MOCKED MIGRANT DEATH
12508,2019-07-02 22:13:48,MSNBCW,2,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/780,FORMER BORDER PATROL AGENT 0N HORRORS AT MIGRANT FACILITIES,FORMER BORDER PATROL AGENT 0N HORRORS AT MIGRANT FACILITIES,FORMER BORDER PATROL AGENT ON HORRORS AT MIGRANT FACILITIES
12511,2019-07-02 22:45:05,MSNBCW,4,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/2700,ARI INTERVIEWS LAWMAKER WHO TOURED MIGRANT FACILITY,ARI INTERVIEWS LAWMAKER WHO TOURED MIGRANT FACILITY,ARI INTERVIEWS LAWMAKER WHO TOURED MIGRANT FACILITY
12512,2019-07-02 22:46:00,MSNBCW,2,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/2760,"""INHUMANEâ: DEM LAWMAKER RECOUNTS ""HORRORS"" IN MIGRANT CENTER",INHUMANE DEM LAWMAKER RECOUNTS HORRORS IN MIGRANT CENTER,INHUMANE DEM LAWMAKER RECOUNTS HORRORS IN MIGRANT CENTER
12513,2019-07-02 22:48:17,MSNBCW,3,MSNBCW_20190702_220000_The_Beat_With_Ari_Melber/start/2880,"REP. TORRES 0N MIGRANT FACILITY: ""INHUMANE"" AND ""EMBARRASSING""",REP TORRES 0N MIGRANT FACILITY INHUMANE AND EMBARRASSING,REP TORRES ON MIGRANT FACILITY INHUMANE AND EMBARRASSING
12515,2019-07-02 23:00:54,CNNW,8,CNNW_20190702_220000_Situation_Room_With_Wolf_Blitzer/start/3600,"DHS REPORT SHOWS PHOTOS OF MIGRANTS CRAMMED IN. DETENTION CENTERS; OFFICIAL WARNS OF ""TICKING TIME BOMB""",DHS REPORT SHOWS PHOTOS OF MIGRANTS CRAMMED IN DETENTION CENTERS OFFICIAL WARNS OF TICKING TIME BOMB,DHS REPORT SHOWS PHOTOS OF MIGRANTS CRAMMED IN DETENTION CENTERS OFFICIAL WARNS OF TICKING TIME BOMB
12516,2019-07-02 23:03:00,CNNW,5,CNNW_20190702_230000_Erin_Burnett_OutFront/start/180,"BORDER PATROL AGENT TELLS CNN HIS SUPERVISOR MAKES FUN 0F. MIGRANTS, INCLUDING A COMMENT ABOUT ""RUNNING OVER ILLEGALS""",BORDER PATROL AGENT TELLS CNN HIS SUPERVISOR MAKES FUN 0F MIGRANTS INCLUDING A COMMENT ABOUT RUNNING OVER ILLEGALS,BORDER PATROL AGENT TELLS CNN HIS SUPERVISOR MAKES FUN OF MIGRANTS INCLUDING A COMMENT ABOUT RUNNING OVER ILLEGALS
12517,2019-07-02 23:03:06,CNNW,2,CNNW_20190702_230000_Erin_Burnett_OutFront/start/180,DHS WATCHDOG RELEASES DISTURBING PHOTOS OF MIGRANT FACILITIES,DHS WATCHDOG RELEASES DISTURBING PHOTOS OF MIGRANT FACILITIES,DHS WATCHDOG RELEASES DISTURBING PHOTOS OF MIGRANT FACILITIES
12519,2019-07-02 23:20:06,MSNBCW,3,MSNBCW_20190702_230000_Hardball_With_Chris_Matthews/start/1200,LAWMAKERS VISIT MIGRANT DETENTION CAMPS,LAWMAKERS VISIT MIGRANT DETENTION CAMPS,LAWMAKERS VISIT MIGRANT DETENTION CAMPS
12520,2019-07-02 23:20:15,FOXNEWSW,2,FOXNEWSW_20190702_230000_The_Story_With_Martha_MacCallum/start/1200,"DHS WATCHDOG RELEASES REPORT. , ON BORDER FACILITIES, FLAGS OVERCROWDING",DHS WATCHDOG RELEASES REPORT ON BORDER FACILITIES FLAGS OVERCROWDING,DHS WATCHDOG RELEASES REPORT ON BORDER FACILITIES FLAGS OVERCROWDING
12527,2019-07-02 23:25:56,MSNBCW,3,MSNBCW_20190702_230000_Hardball_With_Chris_Matthews/start/1500,JUDICIARY CHAIR ACCUSES TRUMP ADMIN.. OF ABUSING MIGRANT CHILDREN,JUDICIARY CHAIR ACCUSES TRUMP ADMIN OF ABUSING MIGRANT CHILDREN,JUDICIARY CHAIR ACCUSES TRUMP ADMIN OF ABUSING MIGRANT CHILDREN
12528,2019-07-02 23:27:13,MSNBCW,20,MSNBCW_20190702_230000_Hardball_With_Chris_Matthews/start/1620,HOUSE OVERSIGHT TO HOLD HEARING ON. CONDITIONS AT MIGRANT DETENTION FACILITIES,HOUSE OVERSIGHT TO HOLD HEARING ON CONDITIONS AT MIGRANT DETENTION FACILITIES,HOUSE OVERSIGHT TO HOLD HEARING ON CONDITIONS AT MIGRANT DETENTION FACILITIES
12529,2019-07-02 23:28:47,MSNBCW,2,MSNBCW_20190702_230000_Hardball_With_Chris_Matthews/start/1680,BORDER PATROL AGENTS JOKED ABOUT MIGRANT DEATHS,BORDER PATROL AGENTS JOKED ABOUT MIGRANT DEATHS,BORDER PATROL AGENTS JOKED ABOUT MIGRANT DEATHS
12532,2019-07-03 00:04:23,MSNBCW,2,MSNBCW_20190703_000000_All_In_With_Chris_Hayes/start/240,I NATIONWIDE PROTESTS AGAINST BORDER DETENTION CAMPS ',I NATIONWIDE PROTESTS AGAINST BORDER DETENTION CAMPS,I NATIONWIDE PROTESTS AGAINST BORDER DETENTION CAMPS
12533,2019-07-03 00:06:50,MSNBCW,4,MSNBCW_20190703_000000_All_In_With_Chris_Hayes/start/360,"I INSPECTORS REPORT OVERCROWDING, LACK OF SHOWERS. I AND DANGEROUS CONDITIONS AT BORDER STATIONS I",I INSPECTORS REPORT OVERCROWDING LACK OF SHOWERS I AND DANGEROUS CONDITIONS AT BORDER STATIONS I,I INSPECTORS REPORT OVERCROWDING LACK OF SHOWERS I AND DANGEROUS CONDITIONS AT BORDER STATIONS I
12534,2019-07-03 00:10:17,MSNBCW,8,MSNBCW_20190703_000000_All_In_With_Chris_Hayes/start/600,"INSPECTOR GENERAL REPORT: ONE SENIOR MANAGER '. CALLED BORDER CONDITIONS ""A TICKING TIME BOMB"" \",INSPECTOR GENERAL REPORT ONE SENIOR MANAGER CALLED BORDER CONDITIONS A TICKING TIME BOMB,INSPECTOR GENERAL REPORT ONE SENIOR MANAGER CALLED BORDER CONDITIONS A TICKING TIME BOMB
12537,2019-07-03 00:32:59,CNNW,3,CNNW_20190703_000000_Anderson_Cooper_360/start/1920,TRUMP ADMINISTRATION WON'T ASK ABOUT CITIZENSHIP 0N CENSUS,TRUMP ADMINISTRATION WONT ASK ABOUT CITIZENSHIP 0N CENSUS,TRUMP ADMINISTRATION WONT ASK ABOUT CITIZENSHIP 0N CENSUS
12538,2019-07-03 00:48:07,MSNBCW,11,MSNBCW_20190703_000000_All_In_With_Chris_Hayes/start/2880,I TRUMP BACKS DOWN: N0 CITIZENSHIP QUESTION ON THE CENSUS ',I TRUMP BACKS DOWN N0 CITIZENSHIP QUESTION ON THE CENSUS,I TRUMP BACKS DOWN N0 CITIZENSHIP QUESTION ON THE CENSUS
12539,2019-07-03 01:00:37,MSNBCW,2,MSNBCW_20190703_000000_All_In_With_Chris_Hayes/start/3600,"PROTESTERS CALL FOR END T0 MIGRANT DEFENTION ""CAMPS""",PROTESTERS CALL FOR END T0 MIGRANT DEFENTION CAMPS,PROTESTERS CALL FOR END T0 MIGRANT DEFENTION CAMPS
12540,2019-07-03 01:01:39,CNNW,23,CNNW_20190703_010000_Cuomo_Prime_Time/start/60,NEW IMAGES SHOW MASK-WEARING MIGRANTS CRAMMED IN CELLS,NEW IMAGES SHOW MASKWEARING MIGRANTS CRAMMED IN CELLS,NEW IMAGES SHOW MASKWEARING MIGRANTS CRAMMED IN CELLS
12541,2019-07-03 01:04:21,MSNBCW,7,MSNBCW_20190703_010000_The_Rachel_Maddow_Show/start/240,DHS WATCHDOG RELEASES âMANAGEMENT ALERTâ ABOUT BORDER FACILITIES,DHS WATCHDOG RELEASES MANAGEMENT ALERT ABOUT BORDER FACILITIES,DHS WATCHDOG RELEASES MANAGEMENT ALERT ABOUT BORDER FACILITIES
12542,2019-07-03 01:09:52,FOXNEWSW,2,FOXNEWSW_20190703_010000_Hannity/start/540,REP OCASIO CORTEZ BLASTS DHS AFTER. TOURING MIGRANT HOLDING FACILITIES,REP OCASIO CORTEZ BLASTS DHS AFTER TOURING MIGRANT HOLDING FACILITIES,REP OCASIO CORTEZ BLASTS DHS AFTER TOURING MIGRANT HOLDING FACILITIES
