,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
5664,2021-09-26 09:22:51,CNNW,11,CNNW_20210926_090000_CNN_Newsroom_Live/start/1320,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART. . Some allowed to remain in U.S. as others head back to Mexico,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART Some allowed to remain in US as others head back to Mexico,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART Some allowed to remain in US as others head back to Mexico
5665,2021-09-26 09:23:31,CNNW,9,CNNW_20210926_090000_CNN_Newsroom_Live/start/1380,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART. . Many Haitians trying to enter U.S. spent time in South America,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART Many Haitians trying to enter US spent time in South America,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART Many Haitians trying to enter US spent time in South America
5666,2021-09-26 09:23:40,CNNW,16,CNNW_20210926_090000_CNN_Newsroom_Live/start/1380,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART. . Some Haitians fear return to homeland after killing of president,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART Some Haitians fear return to homeland after killing of president,DEL RIO CAMP CLEARED AFTER REMAINING MIGRANTS DEPART Some Haitians fear return to homeland after killing of president
5669,2021-09-26 09:27:47,CNNW,8,CNNW_20210926_090000_CNN_Newsroom_Live/start/1620,AFGHAN REFUGEES STUCK IN LIMBO IN UK,AFGHAN REFUGEES STUCK IN LIMBO IN UK,AFGHAN REFUGEES STUCK IN LIMBO IN UK
5670,2021-09-26 09:39:09,CNNW,37,CNNW_20210926_090000_CNN_Newsroom_Live/start/2340,AFGHAN REFUGEES HOPE TO START NEW LIVES IN BRITAIN,AFGHAN REFUGEES HOPE TO START NEW LIVES IN BRITAIN,AFGHAN REFUGEES HOPE TO START NEW LIVES IN BRITAIN
5673,2021-09-26 09:41:26,CNNW,11,CNNW_20210926_090000_CNN_Newsroom_Live/start/2460,AFGHAN REFUGEES HOPE TO START NEW LIVES IN BRITAIN. . But those who arrived before Taliban's takeover still in legal limbo,AFGHAN REFUGEES HOPE TO START NEW LIVES IN BRITAIN But those who arrived before Talibans takeover still in legal limbo,AFGHAN REFUGEES HOPE TO START NEW LIVES IN BRITAIN But those who arrived before Taliban's takeover still in legal limbo
5676,2021-09-26 10:05:52,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/300,"ANOTHER MIGRANT CARAVAN EXPECTED TO COMETO US, | FOX::",ANOTHER MIGRANT CARAVAN EXPECTED TO COMETO US FOX,ANOTHER MIGRANT CARAVAN EXPECTED TO COME TO US
5677,2021-09-26 10:06:26,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/360,BEA. REP DESCRIBES IMPACT OF BORDER SURGE ON TX TOWNS !,BEA REP DESCRIBES IMPACT OF BORDER SURGE ON TX TOWNS,BEA REP DESCRIBES IMPACT OF BORDER SURGE ON TX TOWNS
5678,2021-09-26 10:10:08,BBCNEWS,2,BBCNEWS_20210926_100000_BBC_News/start/600,"00 VG U ge T. . Visa scheme also being extended to 5,500 poultry workers",00 VG U ge T Visa scheme also being extended to 5500 poultry workers,VISA SCHEME ALSO BEING EXTENDED TO 5500 POULTRY WORKERS
5680,2021-09-26 10:31:21,MSNBCW,2,MSNBCW_20210926_100000_Kendis_Gibson_and_Lindsey_Reiser_Report/start/1860,B DEL RIO BORDER TO REOPEN AFTER. : THE U.S. CLEARS MIGRANT CAMP,B DEL RIO BORDER TO REOPEN AFTER THE US CLEARS MIGRANT CAMP,DEL RIO BORDER TO REOPEN AFTER THE US CLEARS MIGRANT CAMP
5681,2021-09-26 11:04:01,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/3840,BORDER AGENTS ACCUSE BIDEN OF NOT SUPPORTING THEM,BORDER AGENTS ACCUSE BIDEN OF NOT SUPPORTING THEM,BORDER AGENTS ACCUSE BIDEN OF NOT SUPPORTING THEM
5683,2021-09-26 11:06:25,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/3960,"AUSTIN SKERO. FORMER BORDER PATROL CHIEF, DEL RIO SECTOR",AUSTIN SKERO FORMER BORDER PATROL CHIEF DEL RIO SECTOR,AUSTIN SKERO FORMER BORDER PATROL CHIEF DEL RIO SECTOR
5684,2021-09-26 12:02:21,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/7320,DEL RIO BORDER CROSSING REOPENS AS CAMP 1S CLEARED,DEL RIO BORDER CROSSING REOPENS AS CAMP 1S CLEARED,DEL RIO BORDER CROSSING REOPENS AS CAMP IS CLEARED
5685,2021-09-26 12:08:16,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/7680,"GOP REPS GETTING FIRSTHAND LOOK AT BORDER CRISIS |,",GOP REPS GETTING FIRSTHAND LOOK AT BORDER CRISIS,GOP REPS GETTING FIRSTHAND LOOK AT BORDER CRISIS
5686,2021-09-26 12:09:29,FOXNEWSW,2,FOXNEWSW_20210926_100000_FOX_and_Friends_Sunday/start/7740,GOP CONGRESSMEN TO TOUR BORDER TODAY,GOP CONGRESSMEN TO TOUR BORDER TODAY,GOP CONGRESSMEN TO TOUR BORDER TODAY
5688,2021-09-26 12:33:36,CNNW,7,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/1980,TOP DEMOCRATS SLAM BIDEN BORDER POLICIES,TOP DEMOCRATS SLAM BIDEN BORDER POLICIES,TOP DEMOCRATS SLAM BIDEN BORDER POLICIES
5689,2021-09-26 12:37:19,CNNW,9,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2220,"30,000 HAITIANS HAVE COME TO U.S. BORDER IN PAST TWO WEEKS",30000 HAITIANS HAVE COME TO US BORDER IN PAST TWO WEEKS,30000 HAITIANS HAVE COME TO US BORDER IN PAST TWO WEEKS
5691,2021-09-26 12:37:44,CNNW,4,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2220,BIPARTISAN OUTRAGE AT ADMIN. HANDLING OF HAITIAN MIGRANTS,BIPARTISAN OUTRAGE AT ADMIN HANDLING OF HAITIAN MIGRANTS,BIPARTISAN OUTRAGE AT ADMIN HANDLING OF HAITIAN MIGRANTS
5692,2021-09-26 12:38:24,CNNW,7,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2280,"NO ONE LEFT IN BORDER BRIDGE MIGRANT CAMP THAT ONCE HELD 15,000",NO ONE LEFT IN BORDER BRIDGE MIGRANT CAMP THAT ONCE HELD 15000,NO ONE LEFT IN BORDER BRIDGE MIGRANT CAMP THAT ONCE HELD 15000
5694,2021-09-26 12:39:52,CNNW,10,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2340,IMMIGRATION ADVOCATES BLAST RECENT BIDEN IMMIGRATION ACTIONS,IMMIGRATION ADVOCATES BLAST RECENT BIDEN IMMIGRATION ACTIONS,IMMIGRATION ADVOCATES BLAST RECENT BIDEN IMMIGRATION ACTIONS
5695,2021-09-26 12:40:26,CNNW,36,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2400,U.S. STILL USING PUBLIC HEALTH RULE TO IMMEDIATELY EXPEL MIGRANTS. . Biden didn't repeal Trump policy to use pandemic as reason to deny entry,US STILL USING PUBLIC HEALTH RULE TO IMMEDIATELY EXPEL MIGRANTS Biden didnt repeal Trump policy to use pandemic as reason to deny entry,US STILL USING PUBLIC HEALTH RULE TO IMMEDIATELY EXPEL MIGRANTS Biden didnt repeal Trump policy to use pandemic as reason to deny entry
5696,2021-09-26 12:41:35,CNNW,20,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2460,O'ROURKE SLAMS BIDEN HANDLING OF HAITIAN MIGRANTS AT BORDER,OROURKE SLAMS BIDEN HANDLING OF HAITIAN MIGRANTS AT BORDER,OROURKE SLAMS BIDEN HANDLING OF HAITIAN MIGRANTS AT BORDER
5698,2021-09-26 12:42:17,CNNW,45,CNNW_20210926_120000_Inside_Politics_With_Abby_Phillip/start/2520,TOP DEMS SAY BIDEN STILL ENFORCING TRUMP-ERA IMMIGRATION RULES,TOP DEMS SAY BIDEN STILL ENFORCING TRUMPERA IMMIGRATION RULES,TOP DEMS SAY BIDEN STILL ENFORCING TRUMP ERA IMMIGRATION RULES
5701,2021-09-26 13:24:00,CNNW,35,CNNW_20210926_130000_State_of_the_Union_with_Jake_Tapper_and_Dana_Bash/start/1440,BIDEN RELYING ON SAME RULE TRUMP USED TO DEPORT ASYLUM SEEKERS,BIDEN RELYING ON SAME RULE TRUMP USED TO DEPORT ASYLUM SEEKERS,BIDEN RELYING ON SAME RULE TRUMP USED TO DEPORT ASYLUM SEEKERS
5702,2021-09-26 13:27:06,CNNW,40,CNNW_20210926_130000_State_of_the_Union_with_Jake_Tapper_and_Dana_Bash/start/1620,PROGRESSIVES CRITICIZE BIDEN WH OVER TREATMENT OF MIGRANTS,PROGRESSIVES CRITICIZE BIDEN WH OVER TREATMENT OF MIGRANTS,PROGRESSIVES CRITICIZE BIDEN WH OVER TREATMENT OF MIGRANTS
5703,2021-09-26 13:30:04,CNNW,30,CNNW_20210926_130000_State_of_the_Union_with_Jake_Tapper_and_Dana_Bash/start/1800,"BIDEN SAYS ""PEOPLE WILL PAY"" AFTER BORDER AGENTS. ON HORSEBACK PHOTOGRAPHED DETERRING MIGRANTS",BIDEN SAYS PEOPLE WILL PAY AFTER BORDER AGENTS ON HORSEBACK PHOTOGRAPHED DETERRING MIGRANTS,BIDEN SAYS PEOPLE WILL PAY AFTER BORDER AGENTS ON HORSEBACK PHOTOGRAPHED DETERRING MIGRANTS
5704,2021-09-26 14:01:54,MSNBCW,2,MSNBCW_20210926_140000_The_Sunday_Show_With_Jonathan_Capehart/start/60,BIDEN'S RESPONSE TO HAITIAN MIGRANT CRISIS. DRAWS CRITICISM FROM BOTH DEMS AND GOP,BIDENS RESPONSE TO HAITIAN MIGRANT CRISIS DRAWS CRITICISM FROM BOTH DEMS AND GOP,BIDEN'S RESPONSE TO HAITIAN MIGRANT CRISIS DRAWS CRITICISM FROM BOTH DEMS AND GOP
5706,2021-09-26 14:16:58,MSNBCW,4,MSNBCW_20210926_140000_The_Sunday_Show_With_Jonathan_Capehart/start/960,. PORT OF ENTRY REOPENS AT SITE OF. HAITIAN MIGRANT CAMP IN TEXAS,PORT OF ENTRY REOPENS AT SITE OF HAITIAN MIGRANT CAMP IN TEXAS,PORT OF ENTRY REOPENS AT SITE OF HAITIAN MIGRANT CAMP IN TEXAS
5707,2021-09-26 15:00:32,FOXNEWSW,2,FOXNEWSW_20210926_140000_Sunday_Morning_Futures_With_Maria_Bartiromo/start/3600,"THE BOGUS BORDERSTORY. FEDERAL AGENTS NEVER '""WHIPPED' HAITIANS",THE BOGUS BORDERSTORY FEDERAL AGENTS NEVER WHIPPED HAITIANS,THE BOGUS BORDER STORY FEDERAL AGENTS NEVER WHIPPED HAITIANS
5709,2021-09-26 15:15:57,MSNBCW,5,MSNBCW_20210926_140000_The_Sunday_Show_With_Jonathan_Capehart/start/4500,". TOP LINES: COVID, IMMIGRATION. AND DEMOCRATS' BUSY WEEK AHEAD",TOP LINES COVID IMMIGRATION AND DEMOCRATS BUSY WEEK AHEAD,TOP LINES COVID IMMIGRATION AND DEMOCRATS BUSY WEEK AHEAD
5710,2021-09-26 15:46:43,MSNBCW,6,MSNBCW_20210926_140000_The_Sunday_Show_With_Jonathan_Capehart/start/6360,SEC. MAYORKAS REVEALS ABOUT 10-12K. = HAITIANS RELEASED IN THE U.S.,SEC MAYORKAS REVEALS ABOUT 1012K HAITIANS RELEASED IN THE US,SEC MAYORKAS REVEALS ABOUT 12K HAITIANS RELEASED IN THE US
5711,2021-09-26 15:51:26,CNNW,19,CNNW_20210926_150000_Reliable_Sources_with_Brian_Stelter/start/3060,BOGUS MEDIA NARRATIVE ABOUT 'WHIPS' AT THE BORDER,BOGUS MEDIA NARRATIVE ABOUT WHIPS AT THE BORDER,BOGUS MEDIA NARRATIVE ABOUT WHIPS AT THE BORDER
5712,2021-09-26 16:06:20,FOXNEWSW,2,FOXNEWSW_20210926_160000_Fox_News_Live/start/360,MAYORKAS: 12K+ MIGRANTS POSSIBLY RELEASED INTO U.S.,MAYORKAS 12K MIGRANTS POSSIBLY RELEASED INTO US,MAYORKAS 12K MIGRANTS POSSIBLY RELEASED INTO US
5713,2021-09-26 16:07:35,FOXNEWSW,2,FOXNEWSW_20210926_160000_Fox_News_Live/start/420,DHS SEC: 2019 SAW 1 MIL+ MIGRANTS AT BORDER,DHS SEC 2019 SAW 1 MIL MIGRANTS AT BORDER,DHS SEC 2019 SAW 1 MIL MIGRANTS AT BORDER
5714,2021-09-26 16:09:53,FOXNEWSW,2,FOXNEWSW_20210926_160000_Fox_News_Live/start/540,. L mmEmEsy VD AT S. . - MIGRANT SURGE CONTINUES AT THE SOUTHERN BORDER,L mmEmEsy VD AT S MIGRANT SURGE CONTINUES AT THE SOUTHERN BORDER,MIGRANT SURGE CONTINUES AT THE SOUTHERN BORDER
5716,2021-09-26 17:04:52,MSNBCW,4,MSNBCW_20210926_170000_Alex_Witt_Reports/start/240,DHS CHIEF DEFENDS ADMIN. OVER TREATMENT OF MIGRANTS,DHS CHIEF DEFENDS ADMIN OVER TREATMENT OF MIGRANTS,DHS CHIEF DEFENDS ADMIN OVER TREATMENT OF MIGRANTS
5717,2021-09-26 17:19:26,FOXNEWSW,3,FOXNEWSW_20210926_170000_Fox_News_Live/start/1140,"DHS SEC: 12,000+ HAITIANS RELEASED INTO U.S.",DHS SEC 12000 HAITIANS RELEASED INTO US,"DHS SEC 12,000 HAITIANS RELEASED INTO US"
5718,2021-09-26 17:21:00,FOXNEWSW,2,FOXNEWSW_20210926_170000_Fox_News_Live/start/1260,IMMIGRATION COURTS HAVE BACKLOG OF SOME 1.4M CASES,IMMIGRATION COURTS HAVE BACKLOG OF SOME 14M CASES,IMMIGRATION COURTS HAVE BACKLOG OF SOME 1.4M CASES
5719,2021-09-26 17:33:56,MSNBCW,3,MSNBCW_20210926_170000_Alex_Witt_Reports/start/1980,"' NEARLY 12,000 MIGRANTS IN U.S. AWAITING HEARINGS",NEARLY 12000 MIGRANTS IN US AWAITING HEARINGS,NEARLY 12000 MIGRANTS IN US AWAITING HEARINGS
5720,2021-09-26 17:35:26,MSNBCW,3,MSNBCW_20210926_170000_Alex_Witt_Reports/start/2100,THOUSANDS MORE HAITIAN MIGRANTS REMAIN IN MEXICO,THOUSANDS MORE HAITIAN MIGRANTS REMAIN IN MEXICO,THOUSANDS MORE HAITIAN MIGRANTS REMAIN IN MEXICO
5721,2021-09-26 18:06:00,FOXNEWSW,4,FOXNEWSW_20210926_180000_FOX_News_Sunday_With_Chris_Wallace/start/360,"30,000 HAITIANS ARRIVED IN DEL RIO, TX;. .  . . DAY | THOUSANDS WILL HAVE THEIR CASES HEARD",30000 HAITIANS ARRIVED IN DEL RIO TX DAY THOUSANDS WILL HAVE THEIR CASES HEARD,30000 HAITIANS ARRIVED IN DEL RIO TX DAY THOUSANDS WILL HAVE THEIR CASES HEARD
5722,2021-09-26 18:10:05,FOXNEWSW,6,FOXNEWSW_20210926_180000_FOX_News_Sunday_With_Chris_Wallace/start/600,"""2 4 B. NEWS HAVE BIDEN ADMINISTRATION POLICIES. ENCOURAGED MASS MIGRATION?",2 4 B NEWS HAVE BIDEN ADMINISTRATION POLICIES ENCOURAGED MASS MIGRATION,BIDEN ADMINISTRATION POLICIES ENCOURAGED MASS MIGRATION
5723,2021-09-26 18:12:00,FOXNEWSW,4,FOXNEWSW_20210926_180000_FOX_News_Sunday_With_Chris_Wallace/start/720,"DHS SECRETARY: 30,000 CROSSING INTO. . DAY DEL RIO IS AN ""UNPRECEDENTED"" NUMBER",DHS SECRETARY 30000 CROSSING INTO DAY DEL RIO IS AN UNPRECEDENTED NUMBER,DHS SECRETARY 30000 CROSSING INTO DAY DEL RIO IS AN UNPRECEDENTED NUMBER
5724,2021-09-26 18:23:50,FOXNEWSW,2,FOXNEWSW_20210926_180000_FOX_News_Sunday_With_Chris_Wallace/start/1380,. . CRITICS QUESTION WHETHER ABBOTT HAS. TDAY | OVERSTEPPED IN SETTING IMMIGRATION POLICY,CRITICS QUESTION WHETHER ABBOTT HAS TDAY OVERSTEPPED IN SETTING IMMIGRATION POLICY,CRITICS QUESTION WHETHER ABBOTT HAS OVERSTEPPED IN SETTING IMMIGRATION POLICY
5727,2021-09-26 20:09:00,FOXNEWSW,2,FOXNEWSW_20210926_200000_Fox_News_Live/start/540,"L =& p. DHS SECY DOWNPLAYS MIGRANT SURGE AS ""NOTHING NEW"" ' R",L p DHS SECY DOWNPLAYS MIGRANT SURGE AS NOTHING NEW R,DHS SECY DOWNPLAYS MIGRANT SURGE AS NOTHING NEW
5728,2021-09-26 20:19:04,CNNW,20,CNNW_20210926_200000_CNN_Newsroom_With_Jim_Acosta/start/1140,"REP. WATERS: TREATMENT OF HAITIAN MIGRANTS. ""WORSE THAN WHAT WE WITNESSED IN SLAVERY""",REP WATERS TREATMENT OF HAITIAN MIGRANTS WORSE THAN WHAT WE WITNESSED IN SLAVERY,REP WATERS TREATMENT OF HAITIAN MIGRANTS WORSE THAN WHAT WE WITNESSED IN SLAVERY
5730,2021-09-26 20:34:38,FOXNEWSW,3,FOXNEWSW_20210926_200000_Fox_News_Live/start/2040,BIDEN ADMIN: 30K MIGRANTS CAME INTO TX SINCE 9/9. . MURDAUGH. . MURDER MYSTERY. NI e Ze T 'e,BIDEN ADMIN 30K MIGRANTS CAME INTO TX SINCE 99 MURDAUGH MURDER MYSTERY NI e Ze T e,BIDEN ADMIN 30K MIGRANTS CAME INTO TX SINCE 99
5731,2021-09-26 20:37:28,FOXNEWSW,2,FOXNEWSW_20210926_200000_Fox_News_Live/start/2220,"REPORT: 2,276 DEPORTED TO HAITI UNDER TITLE 42",REPORT 2276 DEPORTED TO HAITI UNDER TITLE 42,REPORT 2276 DEPORTED TO HAITI UNDER TITLE 42
5733,2021-09-26 20:39:34,MSNBCW,7,MSNBCW_20210926_200000_Yasmin_Vossoughian_Reports/start/2340,| DHS SECRETARY MAYORKAS CRITICIZES. IMMIGRATION LAWS IN AMERICA,DHS SECRETARY MAYORKAS CRITICIZES IMMIGRATION LAWS IN AMERICA,DHS SECRETARY MAYORKAS CRITICIZES IMMIGRATION LAWS IN AMERICA
5734,2021-09-26 20:39:43,MSNBCW,2,MSNBCW_20210926_200000_Yasmin_Vossoughian_Reports/start/2340,. FALLOUT GROWS FROM REFUGEE. CRISIS AT TEXAS BORDER,FALLOUT GROWS FROM REFUGEE CRISIS AT TEXAS BORDER,FALLOUT GROWS FROM REFUGEE CRISIS AT TEXAS BORDER
5735,2021-09-26 20:40:59,MSNBCW,2,MSNBCW_20210926_200000_Yasmin_Vossoughian_Reports/start/2400,"REP. SHEILA JACKSON LEE ï¬D-TX TOURS. MIGRANT HOLDING CENTER IN DEL RIO, TX",REP SHEILA JACKSON LEE DTX TOURS MIGRANT HOLDING CENTER IN DEL RIO TX,REP SHEILA JACKSON LEE DTX TOURS MIGRANT HOLDING CENTER IN DEL RIO TX
5736,2021-09-26 20:41:57,MSNBCW,2,MSNBCW_20210926_200000_Yasmin_Vossoughian_Reports/start/2460,HUMAN RIGHTS LEADERS URGE BIDEN TO. ALLOW HAITIANS TO APPLY FOR ASYLUM,HUMAN RIGHTS LEADERS URGE BIDEN TO ALLOW HAITIANS TO APPLY FOR ASYLUM,HUMAN RIGHTS LEADERS URGE BIDEN TO ALLOW HAITIANS TO APPLY FOR ASYLUM
5737,2021-09-26 20:43:40,MSNBCW,22,MSNBCW_20210926_200000_Yasmin_Vossoughian_Reports/start/2580,HUMAN RIGHTS LEADERS TELL BIDEN NOT TO. RETURN HAITIANS TO DESTRUCTION IN HAITI,HUMAN RIGHTS LEADERS TELL BIDEN NOT TO RETURN HAITIANS TO DESTRUCTION IN HAITI,HUMAN RIGHTS LEADERS TELL BIDEN NOT TO RETURN HAITIANS TO DESTRUCTION IN HAITI
5740,2021-09-26 21:01:25,FOXNEWSW,2,FOXNEWSW_20210926_210000_The_Big_Sunday_Show/start/60,SOURCES ANOTHER MIGRANT CARAVAN HEADING TO BORDER,SOURCES ANOTHER MIGRANT CARAVAN HEADING TO BORDER,SOURCES ANOTHER MIGRANT CARAVAN HEADING TO BORDER
5741,2021-09-26 21:01:28,FOXNEWSW,2,FOXNEWSW_20210926_210000_The_Big_Sunday_Show/start/60,DHS SAYS AT LEAST 10K MIGRANTS RELEASED INTO U.S.,DHS SAYS AT LEAST 10K MIGRANTS RELEASED INTO US,DHS SAYS AT LEAST 10K MIGRANTS RELEASED INTO US
5742,2021-09-26 21:08:13,MSNBCW,48,MSNBCW_20210926_210000_PoliticsNation/start/480,. REP. JOYCE BEATTY ON HELPING HAITIANS AT THE BORDER,REP JOYCE BEATTY ON HELPING HAITIANS AT THE BORDER,REP JOYCE BEATTY ON HELPING HAITIANS AT THE BORDER
5746,2021-09-26 22:09:55,FOXNEWSW,7,FOXNEWSW_20210926_220000_Fox_Report_With_Jon_Scott/start/540,DHS SECY PROMISES INDEPENDENT INVESTIGATION,DHS SECY PROMISES INDEPENDENT INVESTIGATION,DHS SECY PROMISES INDEPENDENT INVESTIGATION
5747,2021-09-26 22:13:51,FOXNEWSW,6,FOXNEWSW_20210926_220000_Fox_Report_With_Jon_Scott/start/780,MIGRANTS FLOOD BORDER AS RESOURCES RUN THIN,MIGRANTS FLOOD BORDER AS RESOURCES RUN THIN,MIGRANTS FLOOD BORDER AS RESOURCES RUN THIN
5748,2021-09-26 22:43:39,MSNBCW,3,MSNBCW_20210926_220000_American_Voices_With_Alicia_Menendez/start/2580,. BIDEN ADMIN. DEFENDS DECISION. TO DEPORT HAITIAN MIGRANTS,BIDEN ADMIN DEFENDS DECISION TO DEPORT HAITIAN MIGRANTS,BIDEN ADMIN DEFENDS DECISION TO DEPORT HAITIAN MIGRANTS
5749,2021-09-26 22:45:10,MSNBCW,2,MSNBCW_20210926_220000_American_Voices_With_Alicia_Menendez/start/2700,". | 5,000 MIGRANTS REMAIN IN PROCESSING CENTERS",5000 MIGRANTS REMAIN IN PROCESSING CENTERS,5000 MIGRANTS REMAIN IN PROCESSING CENTERS
5750,2021-09-26 23:00:43,FOXNEWSW,2,FOXNEWSW_20210926_220000_Fox_Report_With_Jon_Scott/start/3600,BIDEN ADMIN EXPECTS ANOTHER SURGE OF MIGRANTS SOON,BIDEN ADMIN EXPECTS ANOTHER SURGE OF MIGRANTS SOON,BIDEN ADMIN EXPECTS ANOTHER SURGE OF MIGRANTS SOON
5751,2021-09-26 23:01:56,FOXNEWSW,3,FOXNEWSW_20210926_230000_Sunday_Night_in_America_With_Trey_Gowdy/start/60,' DHS ADMITS RELEASING 12K+ MIGRANTS INTO U.S.,DHS ADMITS RELEASING 12K MIGRANTS INTO US,DHS ADMITS RELEASING 12K MIGRANTS INTO US
5753,2021-09-26 23:06:00,FOXNEWSW,2,FOXNEWSW_20210926_230000_Sunday_Night_in_America_With_Trey_Gowdy/start/360,". . 5}15: 30,000 MIGRANTS FLOODED DEL RIO SINCE SEPT. 9 |5 o)",515 30000 MIGRANTS FLOODED DEL RIO SINCE SEPT 9 5 o,"30,000 MIGRANTS FLOODED DEL RIO SINCE SEPT 9"
5756,2021-09-26 23:10:26,MSNBCW,4,MSNBCW_20210926_230000_American_Voices_With_Alicia_Menendez/start/600,! GOP VIEWS ON IMMIGRATION SHIFTING FURTHER TO THE RIGHT,GOP VIEWS ON IMMIGRATION SHIFTING FURTHER TO THE RIGHT,GOP VIEWS ON IMMIGRATION SHIFTING FURTHER TO THE RIGHT
5758,2021-09-26 23:20:32,MSNBCW,14,MSNBCW_20210926_230000_American_Voices_With_Alicia_Menendez/start/1200,SENATE PARLIAMENTARIAN RULES DEMS CAN'T. INCLUDE IMMIGRATION REFORM IN BUDGET,SENATE PARLIAMENTARIAN RULES DEMS CANT INCLUDE IMMIGRATION REFORM IN BUDGET,SENATE PARLIAMENTARIAN RULES DEMS CANT INCLUDE IMMIGRATION REFORM IN BUDGET
5759,2021-09-26 23:29:00,CNNW,3,CNNW_20210926_230000_CNN_Newsroom_With_Pamela_Brown/start/1740,THOUSANDS OF HAITIANS HAVE COME TO U.S. BORDER IN PAST 2 WEEKS. . Scott Jennings ' Former Special Assistant to President George W. Bush,THOUSANDS OF HAITIANS HAVE COME TO US BORDER IN PAST 2 WEEKS Scott Jennings Former Special Assistant to President George W Bush,THOUSANDS OF HAITIANS HAVE COME TO US BORDER IN PAST 2 WEEKS
5761,2021-09-26 23:30:18,CNNW,24,CNNW_20210926_230000_CNN_Newsroom_With_Pamela_Brown/start/1800,CIVIL RIGHTS LEADERS BLAST TREATMENT OF HAITIAN MIGRANTS,CIVIL RIGHTS LEADERS BLAST TREATMENT OF HAITIAN MIGRANTS,CIVIL RIGHTS LEADERS BLAST TREATMENT OF HAITIAN MIGRANTS
5764,2021-09-27 01:15:37,FOXNEWSW,2,FOXNEWSW_20210927_010000_The_Next_Revolution_With_Steve_Hilton/start/900,MAYORKAS 12K HAITIAN MIGRANTS REI.EASED INTO U S,MAYORKAS 12K HAITIAN MIGRANTS REIEASED INTO U S,MAYORKAS 12K HAITIAN MIGRANTS RELEASED INTO U S
5769,2021-09-27 04:35:52,BBCNEWS,4,BBCNEWS_20210927_043000_World_Business_Report/start/300,UK supply chain troubles. . Government to issue 3 month visas for 5.000 foreign HGV drivers,UK supply chain troubles Government to issue 3 month visas for 5000 foreign HGV drivers,UK supply chain troubles Government to issue 3 month visas for 5000 foreign HGV drivers
5770,2021-09-27 04:35:56,BBCNEWS,6,BBCNEWS_20210927_043000_World_Business_Report/start/300,UK supply chain troubles. . Five and a half thousand poultry workers also to get visas,UK supply chain troubles Five and a half thousand poultry workers also to get visas,UK supply chain troubles Five and a half thousand poultry workers also to get visas
5771,2021-09-27 07:36:06,CNNW,56,CNNW_20210927_070000_CNN_Newsroom_Live/start/2160,"UK OFFERS THOUSANDS OF VISAS TO FOREIGN TRUCK DRIVERS. . Shortage of drivers blamed on Covid, Brexit and other Factors",UK OFFERS THOUSANDS OF VISAS TO FOREIGN TRUCK DRIVERS Shortage of drivers blamed on Covid Brexit and other Factors,UK OFFERS THOUSANDS OF VISAS TO FOREIGN TRUCK DRIVERS Shortage of drivers blamed on Covid Brexit and other Factors
5772,2021-09-27 08:01:34,FOXNEWSW,8,FOXNEWSW_20210927_080000_FOX__Friends_First/start/60,A ] DR. MAYORKAS ADMITS RELEASING 12K+ HAITIANS IN U S,A DR MAYORKAS ADMITS RELEASING 12K HAITIANS IN U S,A DR MAYORKAS ADMITS RELEASING 12K HAITIANS IN U S
5774,2021-09-27 08:02:15,FOXNEWSW,2,FOXNEWSW_20210927_080000_FOX__Friends_First/start/120,L =. ALEJANDRO MAYORKAS. DHS SECRETARY,L ALEJANDRO MAYORKAS DHS SECRETARY,L ALEJANDRO MAYORKAS DHS SECRETARY
5775,2021-09-27 08:03:00,FOXNEWSW,2,FOXNEWSW_20210927_080000_FOX__Friends_First/start/180,BORDER REOPENS AT DEL RIO FTERU.S. CI.EAR CAMP,BORDER REOPENS AT DEL RIO FTERUS CIEAR CAMP,BORDER REOPENS AT DEL RIO FTERUS CIEAR CAMP
