,date,network,duration(s),tag,original_chyron,text_cleaned,llm_text
5203,2023-05-11 14:09:16,CNNW,2,CNNW_20230511_140000_CNN_News_Central/start/540,NEW PROGRAM TO TRACK MIGRANTS THROUGH DEPORTATION AND ASYLUM PROCESSES,NEW PROGRAM TO TRACK MIGRANTS THROUGH DEPORTATION AND ASYLUM PROCESSES,NEW PROGRAM TO TRACK MIGRANTS THROUGH DEPORTATION AND ASYLUM PROCESSES
5205,2023-05-11 14:10:41,CNNW,3,CNNW_20230511_140000_CNN_News_Central/start/600,"CITY MANAGER: 7,000+ MIGRANTS IN U.S, CUSTODY IN EL PASO",CITY MANAGER 7000 MIGRANTS IN US CUSTODY IN EL PASO,CITY MANAGER 7000 MIGRANTS IN US CUSTODY IN EL PASO
5208,2023-05-11 15:02:42,FOXNEWSW,2,FOXNEWSW_20230511_150000_The_Faulkner_Focus/start/120,| BREAKING NEWS |. . MIGRANTS SURGE AT BORDER AS TITLE 42 ENDS TODAY,BREAKING NEWS MIGRANTS SURGE AT BORDER AS TITLE 42 ENDS TODAY,BREAKING NEWS MIGRANTS SURGE AT BORDER AS TITLE 42 ENDS TODAY
5210,2023-05-11 15:10:00,CNNW,8,CNNW_20230511_150000_CNN_News_Central/start/600,SUPREME COURT SIDES WITH TRANSGENDER WOMAN FROM GUATEMALA IN ASYLUM DISPUTE. . Jessica Schneider = Â¢\ Justice Correspondent,SUPREME COURT SIDES WITH TRANSGENDER WOMAN FROM GUATEMALA IN ASYLUM DISPUTE Jessica Schneider Justice Correspondent,SUPREME COURT SIDES WITH TRANSGENDER WOMAN FROM GUATEMALA IN ASYLUM DISPUTE
5211,2023-05-11 15:11:11,MSNBCW,3,MSNBCW_20230511_150000_Jose_Diaz-Balart_Reports/start/660,"! TEXAS SENDS MIGRANTS FROM BORDER TO WASHINGTON, DC",TEXAS SENDS MIGRANTS FROM BORDER TO WASHINGTON DC,TEXAS SENDS MIGRANTS FROM BORDER TO WASHINGTON DC
5212,2023-05-11 15:11:28,MSNBCW,6,MSNBCW_20230511_150000_Jose_Diaz-Balart_Reports/start/660,| MAYORKAS TELLS MIGRANTS NOT TO MAKE TRIP TO THE U.S.,MAYORKAS TELLS MIGRANTS NOT TO MAKE TRIP TO THE US,MAYORKAS TELLS MIGRANTS NOT TO MAKE TRIP TO THE US
5213,2023-05-11 15:12:37,MSNBCW,12,MSNBCW_20230511_150000_Jose_Diaz-Balart_Reports/start/720,Y ASST. SECY. OF HOMELAND SECURITY. ' BLAS NUNEZ-NETO FOR BORDER & IMMIGRATION POLICY,Y ASST SECY OF HOMELAND SECURITY BLAS NUNEZNETO FOR BORDER IMMIGRATION POLICY,ASST SECY OF HOMELAND SECURITY BLAS NUNEZ-NETO FOR BORDER IMMIGRATION POLICY
5214,2023-05-11 15:16:17,MSNBCW,6,MSNBCW_20230511_150000_Jose_Diaz-Balart_Reports/start/960,| THOUSANDS OF MIGRANTS WAITING IN MEXICO TO COME TO U.S.,THOUSANDS OF MIGRANTS WAITING IN MEXICO TO COME TO US,THOUSANDS OF MIGRANTS WAITING IN MEXICO TO COME TO US
5215,2023-05-11 15:25:00,FOXNEWSW,3,FOXNEWSW_20230511_150000_The_Faulkner_Focus/start/1500,MIGRANTS WAIT IN MEXICC. . Â» CHARLIE HURT | WASHINGTON TIMES OPINION EDITOR,MIGRANTS WAIT IN MEXICC CHARLIE HURT WASHINGTON TIMES OPINION EDITOR,MIGRANTS WAIT IN MEXICO
5221,2023-05-11 15:39:27,FOXNEWSW,3,FOXNEWSW_20230511_150000_The_Faulkner_Focus/start/2340,MIGRANTS WAIT IN MEXI(C. NETWORK NIGHTLY NEWS SHOWS IGNORED GOP NEWS CONF,MIGRANTS WAIT IN MEXIC NETWORK NIGHTLY NEWS SHOWS IGNORED GOP NEWS CONF,WHAT HAPPENS TO MIGRANTS AFTER TITLE 42 ENDS TONIGHT
5224,2023-05-11 15:49:37,MSNBCW,4,MSNBCW_20230511_150000_Jose_Diaz-Balart_Reports/start/2940,I BORDER AID ORGANIZATIONS PREP TO HELP MIGRANTS,I BORDER AID ORGANIZATIONS PREP TO HELP MIGRANTS,BORDER AID ORGANIZATIONS PREP TO HELP MIGRANTS
5225,2023-05-11 16:02:25,MSNBCW,5,MSNBCW_20230511_160000_Andrea_Mitchell_Reports/start/120,"' BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION. OFFICIALS: UP TO 65,000 MIGRANTS MAY BE WAITING TO CROSS INTO U.S.",BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION OFFICIALS UP TO 65000 MIGRANTS MAY BE WAITING TO CROSS INTO US,BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION OFFICIALS UP TO 65000 MIGRANTS MAY BE WAITING TO CROSS INTO US
5228,2023-05-11 16:14:16,MSNBCW,2,MSNBCW_20230511_160000_Andrea_Mitchell_Reports/start/840,BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION. BUS DROPS MIGRANTS OFF IN FRONT OF VP HARRIS RESIDENCE,BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION BUS DROPS MIGRANTS OFF IN FRONT OF VP HARRIS RESIDENCE,BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION BUS DROPS MIGRANTS OFF IN FRONT OF VP HARRIS RESIDENCE
5230,2023-05-11 16:26:38,FOXNEWSW,2,FOXNEWSW_20230511_160000_Outnumbered/start/1560,NEW VIDEO SHOWS MIGRANT CROSSING THROUGH DELRIO | 8 &,NEW VIDEO SHOWS MIGRANT CROSSING THROUGH DELRIO 8,NEW VIDEO SHOWS MIGRANT CROSSING THROUGH DELRIO 8
5231,2023-05-11 16:27:00,CNNW,33,CNNW_20230511_160000_Inside_Politics_With_John_King/start/1620,TITLE 42 IMMIGRATION RULE EXPIRES AT MIDNIGHT,TITLE 42 IMMIGRATION RULE EXPIRES AT MIDNIGHT,TITLE 42 IMMIGRATION RULE EXPIRES AT MIDNIGHT
5232,2023-05-11 16:29:11,CNNW,14,CNNW_20230511_160000_Inside_Politics_With_John_King/start/1740,"TITLE 42 EXPIRES AT MIDNIGHT, OFFICIALS EXPECT MIGRANT SURGE",TITLE 42 EXPIRES AT MIDNIGHT OFFICIALS EXPECT MIGRANT SURGE,TITLE 42 EXPIRES AT MIDNIGHT OFFICIALS EXPECT MIGRANT SURGE
5233,2023-05-11 16:29:25,CNNW,22,CNNW_20230511_160000_Inside_Politics_With_John_King/start/1740,WH TOUGHENS BORDER POLICIES AS TITLE 42 ENDS,WH TOUGHENS BORDER POLICIES AS TITLE 42 ENDS,WH TOUGHENS BORDER POLICIES AS TITLE 42 ENDS
5235,2023-05-11 16:30:54,CNNW,8,CNNW_20230511_160000_Inside_Politics_With_John_King/start/1800,"GOP BORDER BILL FUNDS MORE BORDER PATROL & TECH; RESUMES. BUILDING BORDER WALL, MAKES LEGAL IMMIGRATION HARDER",GOP BORDER BILL FUNDS MORE BORDER PATROL TECH RESUMES BUILDING BORDER WALL MAKES LEGAL IMMIGRATION HARDER,GOP BORDER BILL FUNDS MORE BORDER PATROL TECH RESUMES BUILDING BORDER WALL MAKES LEGAL IMMIGRATION HARDER
5236,2023-05-11 16:40:09,MSNBCW,24,MSNBCW_20230511_160000_Andrea_Mitchell_Reports/start/2400,"| 11,000+ MIGRANTS APPREHENDED AT SOUTHERN BORDER WED.",11000 MIGRANTS APPREHENDED AT SOUTHERN BORDER WED,11000 MIGRANTS APPREHENDED AT SOUTHERN BORDER WED
5237,2023-05-11 17:01:00,FOXNEWSW,3,FOXNEWSW_20230511_170000_America_Reports/start/60,TITLE 42 EXPIRES TONIGHT AS MIGRANTS POUR ACROSS,TITLE 42 EXPIRES TONIGHT AS MIGRANTS POUR ACROSS,TITLE 42 EXPIRES TONIGHT AS MIGRANTS POUR ACROSS
5238,2023-05-11 17:03:08,MSNBCW,12,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/180,! DHS: 11K+ PEOPLE APPREHENDED AT THE BORDER ON WEDNESDAY,DHS 11K PEOPLE APPREHENDED AT THE BORDER ON WEDNESDAY,DHS 11K PEOPLE APPREHENDED AT THE BORDER ON WEDNESDAY
5239,2023-05-11 17:06:00,FOXNEWSW,3,FOXNEWSW_20230511_170000_America_Reports/start/360,| Â» ERIC ADAMO (D) | NEW TORK CIIT MATOR |. . NYCRELAXES SHELTER RULES AS MIGRANT NUMBERS GROW ==,ERIC ADAMO D NEW TORK CIIT MATOR NYCRELAXES SHELTER RULES AS MIGRANT NUMBERS GROW,ERIC ADAMO NEW YORK CITY MAYOR NY RELAXES SHELTER RULES AS MIGRANT NUMBERS GROW
5240,2023-05-11 17:06:30,CNNW,13,CNNW_20230511_170000_CNN_News_Central/start/360,MORE MIGRANTS ARRIVE AS PANDEMIC BORDER EXPULSION RULE ENDS IN HOURS,MORE MIGRANTS ARRIVE AS PANDEMIC BORDER EXPULSION RULE ENDS IN HOURS,MORE MIGRANTS ARRIVE AS PANDEMIC BORDER EXPULSION RULE ENDS IN HOURS
5241,2023-05-11 17:07:33,CNNW,29,CNNW_20230511_170000_CNN_News_Central/start/420,MIGRANTS USE U.S. GOVT APP TO TRY TO SET UP ASYLUM APPOINTMENTS,MIGRANTS USE US GOVT APP TO TRY TO SET UP ASYLUM APPOINTMENTS,MIGRANTS USE US GOVT APP TO TRY TO SET UP ASYLUM APPOINTMENTS
5243,2023-05-11 17:11:25,MSNBCW,2,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/660,b. i BORDER COMMUNITIES STRUGGLING WITH INCREASE IN MIGRANTS,b i BORDER COMMUNITIES STRUGGLING WITH INCREASE IN MIGRANTS,BORDER COMMUNITIES STRUGGLING WITH INCREASE IN MIGRANTS
5244,2023-05-11 17:14:52,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/840,| BREAKING NEWS |. . DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS. . TITLE 42,BREAKING NEWS DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS TITLE 42,BREAKING NEWS DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS
5245,2023-05-11 17:15:32,CNNW,8,CNNW_20230511_170000_CNN_News_Central/start/900,DHS SECRETARY SPEAKS AHEAD OF COVID-ERA MIGRANT POLICY'S END,DHS SECRETARY SPEAKS AHEAD OF COVIDERA MIGRANT POLICYS END,DHS SECRETARY SPEAKS AHEAD OF COVID-ERA MIGRANT POLICY'S END
5246,2023-05-11 17:16:00,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/960,(> ALEJANDRO MATORRAS - HUMELAND SECURIET OELREIART |. . DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS. . 10:44:1. | HRS MIN  SEC,ALEJANDRO MATORRAS HUMELAND SECURIET OELREIART DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS 10441 HRS MIN SEC,ALEJANDRO MAYORKAS HOMELAND SECURITY SECRETARY AT WH BRIEFING AS TITLE 42 ENDS
5247,2023-05-11 17:16:52,CNNW,9,CNNW_20230511_170000_CNN_News_Central/start/960,"MAYORKAS: MIGRANT POLICY TRANSITION WILL BE ""SWIFT & IMMEDIATE""",MAYORKAS MIGRANT POLICY TRANSITION WILL BE SWIFT IMMEDIATE,MAYORKAS MIGRANT POLICY TRANSITION WILL BE SWIFT IMMEDIATE
5248,2023-05-11 17:17:00,CNNW,10,CNNW_20230511_170000_CNN_News_Central/start/1020,"MAYORKAS: ""WE ARE READY TO MEET"" MIGRANT INFLUX",MAYORKAS WE ARE READY TO MEET MIGRANT INFLUX,MAYORKAS WE ARE READY TO MEET MIGRANT INFLUX
5249,2023-05-11 17:17:00,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/1020,|z.uzz.1. DRU MATORKAS | HFOMELAND SECURIIY SECREIARY ||. . DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS,zuzz1 DRU MATORKAS HFOMELAND SECURIIY SECREIARY DHS SEC MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS,DHS SECRETARY MAYORKAS AT WH BRIEFING AS TITLE 42 ENDS
5250,2023-05-11 17:17:11,CNNW,2,CNNW_20230511_170000_CNN_News_Central/start/1020,"MAYORKAS: MIGRANT INFLUX WILL CREATE ""INCREDIBLE STRAIN' ON RESOURCES",MAYORKAS MIGRANT INFLUX WILL CREATE INCREDIBLE STRAIN ON RESOURCES,MAYORKAS MIGRANT INFLUX WILL CREATE INCREDIBLE STRAIN ON RESOURCES
5251,2023-05-11 17:17:13,CNNW,2,CNNW_20230511_170000_CNN_News_Central/start/1020,"MAYORKAS: MIGRANT INFLUX WILL CREATE ""INCREDIBLE STRAIN"" ON RESOURCES. . Alejandro Mavorkas | Homeland Security Secretary",MAYORKAS MIGRANT INFLUX WILL CREATE INCREDIBLE STRAIN ON RESOURCES Alejandro Mavorkas Homeland Security Secretary,MAYORKAS MIGRANT INFLUX WILL CREATE INCREDIBLE STRAIN ON RESOURCES Alejandro Mayorkas Homeland Security Secretary
5252,2023-05-11 17:17:44,MSNBCW,2,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/1020,"""\ DHS SECRETARY MAYORKAS TALKS THE END OF TITLE 42",DHS SECRETARY MAYORKAS TALKS THE END OF TITLE 42,DHS SECRETARY MAYORKAS TALKS THE END OF TITLE 42
5253,2023-05-11 17:18:04,CNNW,43,CNNW_20230511_170000_CNN_News_Central/start/1080,MAYORKAS: MIGRANTS WHO ENTER ILLEGALLY FACE 5-YEAR BAN,MAYORKAS MIGRANTS WHO ENTER ILLEGALLY FACE 5YEAR BAN,MAYORKAS MIGRANTS WHO ENTER ILLEGALLY FACE 5-YEAR BAN
5254,2023-05-11 17:19:48,CNNW,4,CNNW_20230511_170000_CNN_News_Central/start/1140,MAYORKAS: MIGRANTS WHO ENTER ILLEGALLY PRESUMED INELIGIBLE FOR ASYLUM,MAYORKAS MIGRANTS WHO ENTER ILLEGALLY PRESUMED INELIGIBLE FOR ASYLUM,MAYORKAS MIGRANTS WHO ENTER ILLEGALLY PRESUMED INELIGIBLE FOR ASYLUM
5256,2023-05-11 17:21:48,CNNW,14,CNNW_20230511_170000_CNN_News_Central/start/1260,"MAYORKAS: ""WE ARE READY TO MEET"" MIGRANT INFLUX. . Alejandro Mayorkas @ Homeland Security Secretary",MAYORKAS WE ARE READY TO MEET MIGRANT INFLUX Alejandro Mayorkas Homeland Security Secretary,MAYORKAS WE ARE READY TO MEET MIGRANT INFLUX Alejandro Mayorkas Homeland Security Secretary
5257,2023-05-11 17:22:40,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/1320,"' MAYORKAS INSISTS BORDER ""NOT OPENâ DESPITE CRISIS. . |. . '1471",MAYORKAS INSISTS BORDER NOT OPEN DESPITE CRISIS 1471,MAYORKAS INSISTS BORDER NOT OPEN DESPITE CRISIS
5258,2023-05-11 17:24:38,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/1440,WH DEFENDS MASS RELEASES OF MIGRANTS W/O TRACKING,WH DEFENDS MASS RELEASES OF MIGRANTS WO TRACKING,WH DEFENDS MASS RELEASES OF MIGRANTS WO TRACKING
5259,2023-05-11 17:24:44,CNNW,17,CNNW_20230511_170000_CNN_News_Central/start/1440,MAYORKAS: MOST MIGRANTS DENIED ASYLUM WILL BE EXPELLED WITHIN 30 DAYS,MAYORKAS MOST MIGRANTS DENIED ASYLUM WILL BE EXPELLED WITHIN 30 DAYS,MAYORKAS MOST MIGRANTS DENIED ASYLUM WILL BE EXPELLED WITHIN 30 DAYS
5260,2023-05-11 17:30:00,MSNBCW,14,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/1800,""" MAYORKAS: MIGRATION HAS CHANGED & WE NEED UPDATED LAWS",MAYORKAS MIGRATION HAS CHANGED WE NEED UPDATED LAWS,MAYORKAS MIGRATION HAS CHANGED WE NEED UPDATED LAWS
5261,2023-05-11 17:33:28,CNNW,23,CNNW_20230511_170000_CNN_News_Central/start/1980,DHS SECRETARY SPEAKS AHEAD OF COVID-ERA MIGRANT POLICY'S END. . Jeremy Diamond | Â¢\ White House Correspondent,DHS SECRETARY SPEAKS AHEAD OF COVIDERA MIGRANT POLICYS END Jeremy Diamond White House Correspondent,DHS SECRETARY SPEAKS AHEAD OF COVIDERA MIGRANT POLICYS END Jeremy Diamond White House Correspondent
5262,2023-05-11 17:36:07,CNNW,4,CNNW_20230511_170000_CNN_News_Central/start/2160,"MAYORKAS: ""WE HAVE IDENTIFIED GLITCHES"" WITH ASYLUM APPOINTMENT APP",MAYORKAS WE HAVE IDENTIFIED GLITCHES WITH ASYLUM APPOINTMENT APP,MAYORKAS WE HAVE IDENTIFIED GLITCHES WITH ASYLUM APPOINTMENT APP
5263,2023-05-11 17:36:35,MSNBCW,2,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/2160,""" DHS SECY. MAYORKAS: WE'VE SURGED RESOURCES T0 BORDER",DHS SECY MAYORKAS WEVE SURGED RESOURCES T0 BORDER,DHS SECY MAYORKAS WEVE SURGED RESOURCES T0 BORDER
5264,2023-05-11 17:36:41,CNNW,21,CNNW_20230511_170000_CNN_News_Central/start/2160,"MAYORKAS: ""WILL TAKE TIME"" FOR NEW MIGRANT POLICY TO SHOW RESULTS. . Alejandro Mayorkas Homeland Security Secretary",MAYORKAS WILL TAKE TIME FOR NEW MIGRANT POLICY TO SHOW RESULTS Alejandro Mayorkas Homeland Security Secretary,MAYORKAS WILL TAKE TIME FOR NEW MIGRANT POLICY TO SHOW RESULTS Alejandro Mayorkas Homeland Security Secretary
5265,2023-05-11 17:39:01,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/2340,DHS SEC BLAMES CONGRESS FOR BDEN'S BORDER CRISIS | ',DHS SEC BLAMES CONGRESS FOR BDENS BORDER CRISIS,DHS SEC BLAMES CONGRESS FOR BDENS BORDER CRISIS
5266,2023-05-11 17:39:11,CNNW,51,CNNW_20230511_170000_CNN_News_Central/start/2340,"MAYORKAS: ""FUNDAMENTALLY, WE NEED CONGRESS TO ACT"" ON IMMIGRATION",MAYORKAS FUNDAMENTALLY WE NEED CONGRESS TO ACT ON IMMIGRATION,MAYORKAS FUNDAMENTALLY WE NEED CONGRESS TO ACT ON IMMIGRATION
5268,2023-05-11 17:40:27,CNNW,35,CNNW_20230511_170000_CNN_News_Central/start/2400,"MAYORKAS: ""INCREDIBLY PERILOUS"" FOR MIGRANTS TO ATTEMPT SEA VOYAGE",MAYORKAS INCREDIBLY PERILOUS FOR MIGRANTS TO ATTEMPT SEA VOYAGE,MAYORKAS INCREDIBLY PERILOUS FOR MIGRANTS TO ATTEMPT SEA VOYAGE
5269,2023-05-11 17:41:15,MSNBCW,2,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/2460,! I MAYORKAS: WE NEED CONGRESS TO ACT ON IMMIGRATION REFORM,I MAYORKAS WE NEED CONGRESS TO ACT ON IMMIGRATION REFORM,MAYORKAS WE NEED CONGRESS TO ACT ON IMMIGRATION REFORM
5270,2023-05-11 17:43:51,MSNBCW,9,MSNBCW_20230511_170000_Chris_Jansing_Reports/start/2580,""" MAYORKAS: WE HAVE MORE MIGRANTS THAN APPOINTMENTS",MAYORKAS WE HAVE MORE MIGRANTS THAN APPOINTMENTS,MAYORKAS WE HAVE MORE MIGRANTS THAN APPOINTMENTS
5273,2023-05-11 17:51:00,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/3060,WH DEFENDS MASS RELEASES OF MIGRANTS W/0 TRACKING. . 'ï¬G O'ââ 'Wâ. e i e  aâ. . MIN  SE,WH DEFENDS MASS RELEASES OF MIGRANTS W0 TRACKING G O W e i e a MIN SE,WH DEFENDS MASS RELEASES OF MIGRANTS WITHOUT TRACKING
5274,2023-05-11 17:55:00,FOXNEWSW,2,FOXNEWSW_20230511_170000_America_Reports/start/3300,DHS SEC BLAMES CONGRESS FOR BIDEN 5 BORDER CRISIS |. = - |mekac,DHS SEC BLAMES CONGRESS FOR BIDEN 5 BORDER CRISIS mekac,DHS SEC BLAMES CONGRESS FOR BIDEN'S BORDER CRISIS
5275,2023-05-11 18:03:10,CNNW,3,CNNW_20230511_180000_CNN_News_Central/start/180,"MAYORKAS: MIGRANT POLICY TRANSITION WILL BE ""SWIFT & IMMEDIATE"". . Jeremy Diamond <\ White House Correspondent",MAYORKAS MIGRANT POLICY TRANSITION WILL BE SWIFT IMMEDIATE Jeremy Diamond White House Correspondent,MAYORKAS MIGRANT POLICY TRANSITION WILL BE SWIFT AND IMMEDIATE
5276,2023-05-11 18:03:50,MSNBCW,12,MSNBCW_20230511_180000_Chris_Jansing_Reports/start/180,"2 LAREDO, TX PREPS TO HOUSE MIGRANTS AS TITLE 42 ENDS",2 LAREDO TX PREPS TO HOUSE MIGRANTS AS TITLE 42 ENDS,LAREDO TX PREPS TO HOUSE MIGRANTS AS TITLE 42 ENDS
5277,2023-05-11 18:08:50,CNNW,12,CNNW_20230511_180000_CNN_News_Central/start/480,"CITY MANAGER: 7,000+ MIGRANTS IN U.S. CUSTODY IN EL PASO. . John Martin | Deputy Director, Opportunity Center for the Homeless",CITY MANAGER 7000 MIGRANTS IN US CUSTODY IN EL PASO John Martin Deputy Director Opportunity Center for the Homeless,7000 MIGRANTS IN US CUSTODY IN EL PASO
5278,2023-05-11 18:09:53,CNNW,2,CNNW_20230511_180000_CNN_News_Central/start/540,MIGRANTS SURGING TO BORDER AS PANDEMIC EXPULSION RULE ENDS IN HOURS,MIGRANTS SURGING TO BORDER AS PANDEMIC EXPULSION RULE ENDS IN HOURS,MIGRANTS SURGING TO BORDER AS PANDEMIC EXPULSION RULE ENDS IN HOURS
5279,2023-05-11 18:12:07,MSNBCW,2,MSNBCW_20230511_180000_Chris_Jansing_Reports/start/720,A\ DHS: 11K+ PEOPLE APPREHENDED AT THE BORDER ON WEDNESDAY,A DHS 11K PEOPLE APPREHENDED AT THE BORDER ON WEDNESDAY,11K PEOPLE APPREHENDED AT THE BORDER ON WEDNESDAY
5280,2023-05-11 18:14:39,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/840,| P OIEVE SCALISE (K) | LOULIANA CONGRESOMAN ||. .  MAYORKAS: MIGRATION HAS CHANGED SINCE THE 1990'S,P OIEVE SCALISE K LOULIANA CONGRESOMAN MAYORKAS MIGRATION HAS CHANGED SINCE THE 1990S,SCALISE CONGRESSMAN MAYORKAS MIGRATION HAS CHANGED SINCE THE 1990S
5281,2023-05-11 18:15:00,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/900,MAYORKAS: MIGRATION HAS CHANGED SINCE THE 1990'S |. . lâ_ I | e T,MAYORKAS MIGRATION HAS CHANGED SINCE THE 1990S l I e T,MAYORKAS MIGRATION HAS CHANGED SINCE THE 1990S
5282,2023-05-11 18:16:01,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/960,|-mm_umma (R-LA) | HOUSE MAJURIIT LEADER ||. . DHS SEC BLAMES CONGRESS FOR BIDEN'S BORDER CRISIS,mmumma RLA HOUSE MAJURIIT LEADER DHS SEC BLAMES CONGRESS FOR BIDENS BORDER CRISIS,HOUSE MAJORITY LEADER DHS SEC BLAMES CONGRESS FOR BIDEN'S BORDER CRISIS
5284,2023-05-11 18:27:00,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/1620,"| > VOILE OF: JOSE SANCHEL | WESI IEAAS DFS REGIUNAL DIRECTUK |. . | MIGRANT CLOTHING, TRASH DUMPED AT EDGE OF BORDER",VOILE OF JOSE SANCHEL WESI IEAAS DFS REGIUNAL DIRECTUK MIGRANT CLOTHING TRASH DUMPED AT EDGE OF BORDER,VOILE OF JOSE SANCHEL WESI IEAAS DFS REGIUNAL DIRECTUK MIGRANT CLOTHING TRASH DUMPED AT EDGE OF BORDER
5285,2023-05-11 18:28:00,FOXNEWSW,3,FOXNEWSW_20230511_180000_America_Reports/start/1680,MIGRANT cmmms TRASH DUMPED ATEDGE OF BORDRR m,MIGRANT cmmms TRASH DUMPED ATEDGE OF BORDRR m,MIGRANT cmmms TRASH DUMPED ATEDGE OF BORDRR m
5286,2023-05-11 18:30:58,BBCNEWS,4,BBCNEWS_20230511_180000_BBC_News/start/1800,US migration concerns after 'Title 42 ends,US migration concerns after Title 42 ends,US migration concerns after Title 42 ends
5287,2023-05-11 18:37:00,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/2220,TITLE 42. . NORTHERN STATES PREPARING FOR INFLUX OF MIGRANTS,TITLE 42 NORTHERN STATES PREPARING FOR INFLUX OF MIGRANTS,TITLE 42 NORTHERN STATES PREPARING FOR INFLUX OF MIGRANTS
5288,2023-05-11 18:37:33,MSNBCW,8,MSNBCW_20230511_180000_Chris_Jansing_Reports/start/2220,". TRUMP PRESSED ON ABORTION, IMMIGRATION, ECONOMY",TRUMP PRESSED ON ABORTION IMMIGRATION ECONOMY,TRUMP PRESSED ON ABORTION IMMIGRATION ECONOMY
5289,2023-05-11 18:38:00,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/2280,P_.'l [ B B3 | L) L. ROCKLAND CO GETS RESTRAINING ORDER OVER MIGRANTS 1,Pl B B3 L L ROCKLAND CO GETS RESTRAINING ORDER OVER MIGRANTS 1,Pl B B3 L L ROCKLAND CO GETS RESTRAINING ORDER OVER MIGRANTS 1
5290,2023-05-11 18:47:58,CNNW,3,CNNW_20230511_180000_CNN_News_Central/start/2820,SUPREME COURT: TRANS ASYLUM SEEKER CAN APPEAL DEPORTATION,SUPREME COURT TRANS ASYLUM SEEKER CAN APPEAL DEPORTATION,SUPREME COURT TRANS ASYLUM SEEKER CAN APPEAL DEPORTATION
5291,2023-05-11 18:55:14,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/3300,"30,000 CAPTURES IN 3 DAYS AS MIGRANT SURGE SWELLS",30000 CAPTURES IN 3 DAYS AS MIGRANT SURGE SWELLS,30000 CAPTURES IN 3 DAYS AS MIGRANT SURGE SWELLS
5292,2023-05-11 18:55:52,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/3300,SOURCE: MIGRANT SEEN ARRESTED ALREADY BACK IN U.S.,SOURCE MIGRANT SEEN ARRESTED ALREADY BACK IN US,SOURCE MIGRANT SEEN ARRESTED ALREADY BACK IN US
5293,2023-05-11 18:56:00,FOXNEWSW,2,FOXNEWSW_20230511_180000_America_Reports/start/3360,CALL (40R8129n-1144. SOURCE: MIGRANT SEEN ARRESTED ALREADY BACK INULS.. . TITLE'42.,CALL 40R8129n1144 SOURCE MIGRANT SEEN ARRESTED ALREADY BACK INULS TITLE42,CALL 40R8129n1144 SOURCE MIGRANT SEEN ARRESTED ALREADY BACK INULS TITLE42
5294,2023-05-11 19:01:28,MSNBCW,4,MSNBCW_20230511_190000_Katy_Tur_Reports/start/60,"BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION. OFFICIALS: UP T 65,000 MIGRANTS MAY BE WAITING TO CROSS INTO U.S.",BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION OFFICIALS UP T 65000 MIGRANTS MAY BE WAITING TO CROSS INTO US,BORDER AGENTS BRACE FOR TITLE 42 EXPIRATION OFFICIALS UP T 65000 MIGRANTS MAY BE WAITING TO CROSS INTO US
5295,2023-05-11 19:02:17,FOXNEWSW,2,FOXNEWSW_20230511_190000_The_Story_With_Martha_MacCallum/start/120,DHS SEC MAYORKAS: OUR BORDERS ARE NOT OPEN,DHS SEC MAYORKAS OUR BORDERS ARE NOT OPEN,DHS SEC MAYORKAS OUR BORDERS ARE NOT OPEN
